	SYMBOL	FDR	FC	avg.CDK4_inhib	avg.Untreated	NAME
QeP9w2yUdCgS1.TLFU	NANOS1	0.954306405138431	-1.02	75.91	77.68	nanos homolog 1 (Drosophila)
6zxLkDfq_HR.Cv3h5U	GJA3	0.954306405138431	1.02	141.28	138.45	gap junction protein, alpha 3, 46kDa
iv4hSHpQSE4tH.VFew	ZNF845	0.954348337147461	-1.02	80.18	81.78	zinc finger protein 845
KKt11U6aSJ7em.4lfw	NA	0.954348337147461	1.02	91.57	89.48	NA
B.lfp34R3AVehTeDok	CERS5	0.954348337147461	1.02	120.88	118.34	ceramide synthase 5
ToJIPCSKI647Z_kERU	NGLY1	0.954348337147461	-1.03	227.6	233.4	N-glycanase 1
Zpd54L9F1FN4EBV4I4	FSCB	0.954434244995004	1.02	79.12	77.62	fibrous sheath CABYR binding protein
96inimoA_filKL_KEU	BTNL10	0.954460526273637	1.02	76.9	75.17	butyrophilin-like 10
c.nYJfS1vkiiYvoZR4	NA	0.95450073190559	-1.02	5657.5	5788	NA
EnRECXvrod30RIdH4Q	NA	0.95450073190559	-1.02	79.9	81.43	NA
ud5wnWeSISkoshFaEU	FBXO9	0.954540752773106	-1.02	97.68	99.84	F-box protein 9
BH0VaJaHfGG43o1Lq4	NTMT1	0.954626112588095	-1.03	175.14	179.71	N-terminal Xaa-Pro-Lys N-methyltransferase 1
TH.FejDz0oVS_lQMrk	TMOD2	0.954648124100264	-1.02	104.82	106.98	tropomodulin 2 (neuronal)
34dCcUfHvj7hgOUnik	NA	0.954648124100264	1.02	86.02	84.28	NA
uueotE9I.p4X37eJSk	DHX34	0.954663335292006	-1.02	87.67	89.4	DEAH (Asp-Glu-Ala-His) box polypeptide 34
r566erXq02fubud.5M	OR1J1	0.954663950071525	1.02	86.25	84.66	olfactory receptor, family 1, subfamily J, member 1
Bqfde70Sj.uwEXZIuI	NA	0.954683641504226	-1.02	95.06	97.19	NA
K6oCu8IOLU3SUMufrs	TBX18	0.954683641504226	1.02	193.64	189.09	T-box 18
9HER88rEE4qoQOFLAk	NA	0.954683641504226	-1.02	91.53	93.43	NA
3GT16aX12qs167_iAE	PXMP4	0.954683641504226	-1.02	109.58	111.84	peroxisomal membrane protein 4, 24kDa
fKea4lCNOUeR1JepAA	NAG18	0.954758134591956	1.02	8392.94	8236.02	NAG18 mRNA
HnTTdEvUnPI6frfdX0	SPO11	0.954827880133042	1.02	97.05	95.15	SPO11 meiotic protein covalently bound to DSB
6nn3ceCFXhJBXt8SVI	NA	0.954827880133042	1.02	93.84	91.96	NA
ipSSBSVQlJF.rAwJJM	ATP13A1	0.954827880133042	-1.02	138.71	141.4	ATPase type 13A1
BSSIpe4Tqlexx5evUQ	ADAMTSL4	0.954827880133042	1.02	84.42	82.82	ADAMTS-like 4
WdeIJ6i312dIldO7SI	NA	0.954827880133042	-1.02	84.04	85.79	NA
BRIt.oJSS25XWzHtR0	PIP4K2A	0.954827880133042	1.02	602.62	589.35	phosphatidylinositol-5-phosphate 4-kinase, type II, alpha
WhIaoZEpRfX3pKh3z8	UPF1	0.954827880133042	-1.02	142.4	145.2	UPF1 regulator of nonsense transcripts homolog (yeast)
ZVAn7lLdzSAwOVUAXQ	UPK3BL	0.954827880133042	1.02	254.23	249.37	uroplakin 3B-like
EuSXgo0uyw5SgLn.xc	UBQLN2	0.954827880133042	-1.03	486.6	500.22	ubiquilin 2
oqoU6orpHKjQII68gU	DOK1	0.954878431085142	1.03	81.69	79.37	docking protein 1, 62kDa (downstream of tyrosine kinase 1)
HfeVd9IS19Jz9OndFc	MDM4	0.954878431085142	1.02	83.17	81.54	MDM4, p53 regulator
688MEsOsli6Rmqm7nc	ELAVL3	0.955076007571703	1.02	83.22	81.43	ELAV like neuron-specific RNA binding protein 3
ZuXXkPBS9Fyleh5QEk	NA	0.955175271585152	1.02	832.16	814.26	NA
9onCSXyMkkgp._j3XU	ANXA2R	0.955467706207217	1.02	108.05	106.11	annexin A2 receptor
i4et1wUK5HiCQ0Gra0	DYRK1A	0.955494179220983	-1.02	101.85	104	dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 1A
NZSonuKS57uvXltaHc	GAGE4	0.955547379882091	1.02	90.04	88.47	G antigen 4
lg247UMSKSLWrUnQEo	SRP19	0.955547379882091	1.02	484.21	474.32	signal recognition particle 19kDa
fqiMRwVUgOHnCXfl_0	PEX5	0.955547379882091	1.02	448.35	438.69	peroxisomal biogenesis factor 5
urIIvr6pjorIIvr6pg	NA	0.955885540067987	-1.03	75.2	77.42	NA
fR7eknqBFWnK4yoKEM	NA	0.955885540067987	1.02	78.6	77.03	NA
3X10r9WIq4EhtJlO.U	ZNF841	0.955963916224484	-1.02	170.33	174.06	zinc finger protein 841
0tNiSSXt_7iu95ajIA	GGT1	0.955963916224484	1.02	90.94	89	gamma-glutamyltransferase 1
TWWT26oipuD7.ixAXw	HIST1H3E	0.955967972837047	-1.02	74.56	76.22	histone cluster 1, H3e
lTP0kv5R7h7ekJVSOk	IREB2	0.955967972837047	-1.02	114.07	116.58	iron-responsive element binding protein 2
Q1_rTdKi6OrSULeqDU	NA	0.955967972837047	-1.02	135.39	137.71	NA
BOSQCzFuONh1goKSOU	DNAJB14	0.955967972837047	1.02	163.42	160.46	DnaJ (Hsp40) homolog, subfamily B, member 14
iokLvXnlL39d.Kbr4g	DNAJB9	0.955967972837047	-1.03	248.93	255.31	DnaJ (Hsp40) homolog, subfamily B, member 9
Btrh14K.XrU3T5pe_o	KCNJ8	0.955967972837047	1.02	96.59	94.73	potassium channel, inwardly rectifying subfamily J, member 8
csuJYj5lPkdSdKQQiQ	PNPT1	0.955967972837047	1.02	1473.82	1444.48	polyribonucleotide nucleotidyltransferase 1
NDin2d1Eil59TXD4kI	LINC01119	0.955967972837047	1.03	340.65	330.72	long intergenic non-protein coding RNA 1119
Epwgy6pUljusrjAik0	MAP2K4	0.955967972837047	1.02	146.31	143.47	mitogen-activated protein kinase kinase 4
ECaneF19e9F.l.tSog	NA	0.955996262264624	-1.02	88.64	90.34	NA
KR.XuhIkJEx7xr3pTQ	LEPR	0.955996262264624	1.02	89.17	87.41	leptin receptor
Nud4Yr5HHud4gkuQ4w	MIR301B	0.955996262264624	-1.02	71.55	73.2	microRNA 301b
ZqyCeiDSul4nw9_neU	NA	0.955996262264624	1.02	93.91	92.15	NA
Heo4kn6jD0RHAl4vQo	TRNAU1AP	0.955996262264624	-1.02	85.08	86.64	tRNA selenocysteine 1 associated protein 1
lXJ52op4pKIN398PpQ	SLC25A51	0.955996262264624	1.02	1135.67	1112.59	solute carrier family 25, member 51
Zq5NDnizVh19pTzIik	MGAT2	0.955996262264624	-1.02	178.32	181.9	mannosyl (alpha-1,6-)-glycoprotein beta-1,2-N-acetylglucosaminyltransferase
0Sk4FFuVpSgwn.h8VA	TRAPPC2	0.955996262264624	-1.02	82.93	84.56	trafficking protein particle complex 2
Qiqt6gpV6IK6T9dito	NA	0.955996262264624	-1.02	82.97	84.55	NA
ZqS_10J5F4NAIkhng8	NA	0.956118266300796	1.02	88.87	87.15	NA
3RCnSOCK4PgRvXhdAA	EIF3C	0.956118266300796	-1.02	89.34	91.18	eukaryotic translation initiation factor 3, subunit C
3i7p0.39VgZTh70gkQ	DAAM1	0.956118266300796	1.02	113.76	111.3	dishevelled associated activator of morphogenesis 1
6pEunRF7DVJHyoIQtI	FAM175A	0.956118266300796	1.02	522.66	510	family with sequence similarity 175, member A
r64_dEUCX6FXVJe4X8	GUSBP2	0.956118266300796	-1.02	128.67	131.07	glucuronidase, beta pseudogene 2
9q.i9MV7xT.qsVHnes	CIITA	0.9561199662763	-1.02	76.72	78.21	class II, major histocompatibility complex, transactivator
KNh5NRcNDiiROu1pmg	RRP9	0.956246829552255	-1.03	105.51	108.32	ribosomal RNA processing 9, small subunit (SSU) processome component, homolog (yeast)
ZZeqdeed69UrlI7lNY	NA	0.956275728497829	1.02	97.1	95.4	NA
ZONpVtGgVKeWqmKgBI	NA	0.956518767376289	1.02	77.99	76.56	NA
6BKKJ3n1M7qigKup3k	IL18BP	0.956627758835957	1.02	85.81	84.25	interleukin 18 binding protein
ZS0hXXhRP6N3oEnTZY	ERCC1	0.956711137050216	1.02	387.75	379.96	excision repair cross-complementation group 1
Eqrp3lFC2ymJsOAkCM	NA	0.956717224388826	-1.03	80.18	82.39	NA
9UjGvQtRHgiQSCLTV0	KMT2C	0.956717224388826	1.02	97.15	95.32	lysine (K)-specific methyltransferase 2C
xqcezTVzOfpLz_Q2UU	TMEM251	0.956717224388826	1.02	162.53	159.36	transmembrane protein 251
Ko5XuyNNPS5RA_An1E	NA	0.956717224388826	-1.02	180.53	184.37	NA
9r6ESZ8uRntNOhNMNI	PNMA1	0.956748535295451	1.02	173.99	170.07	paraneoplastic Ma antigen 1
30l0SaHdRlScndl0cQ	NA	0.956817101130322	-1.02	107.38	109.44	NA
BqCCH3bdLBDBCABJcg	NA	0.956862025215206	-1.02	89.35	91.07	NA
on1.TSs397pP4gSAUI	CMPK1	0.956862025215206	1.02	368.41	360.93	cytidine monophosphate (UMP-CMP) kinase 1, cytosolic
3wUi8UqSSacQfWlRI4	PHF1	0.956882857271967	1.02	120.07	117.79	PHD finger protein 1
0iS9nXV4wi_1QKtnwo	S100A10	0.957001082071817	-1.02	8671.58	8880.75	S100 calcium binding protein A10
f966Qf3VJD910KUqoI	NA	0.957181275402093	1.02	93.83	91.72	NA
08Z.115iGvZSIuXtXo	NA	0.95725859700919	-1.02	86.54	88.35	NA
ZooIY4o47lYukko4v4	CUL9	0.95725859700919	1.02	90.18	88.43	cullin 9
BlLujPul3dCET4R7Ic	PRDM10	0.95725859700919	-1.02	110.04	112.04	PR domain containing 10
HCS0nfJJLxEdUV0VU4	NA	0.957367433589809	1.02	87.82	86.03	NA
leLmgFU1fdj73l4qeQ	NA	0.957367433589809	1.02	77.36	75.87	NA
Kpbt27vvEiuO5.2Gpk	MYOM1	0.957367433589809	1.02	83.02	81.15	myomesin 1
QIChS5bRNnt3j7VaRQ	TP53BP2	0.957367433589809	1.02	138.67	135.46	tumor protein p53 binding protein 2
3XeTddKdQV59dJDid0	ZNF692	0.957417003101225	-1.02	108.44	110.35	zinc finger protein 692
Ea1dOu3R1JISKPu25Q	TFPI	0.957436249647337	1.03	1126.86	1093.6	tissue factor pathway inhibitor (lipoprotein-associated coagulation inhibitor)
fn1IPzBE4lVACWoekk	RGS10	0.957518479359345	-1.02	426.07	433.77	regulator of G-protein signaling 10
uRJd_jjtfnUUZKV_fc	TMEM151A	0.957518479359345	-1.02	89.39	91.33	transmembrane protein 151A
9kTfT3VB4uyzuiTAEk	KCNV1	0.957518479359345	-1.02	81.81	83.58	potassium channel, voltage gated modifier subfamily V, member 1
T_utWKiB4U6F5HftYI	SNTB2	0.957518479359345	1.02	473.27	464.21	syntrophin, beta 2 (dystrophin-associated protein A1, 59kDa, basic component 2)
uEJHFom6Jy5JKyGKGE	ACOT11	0.957731166840949	1.02	93.41	91.61	acyl-CoA thioesterase 11
9r6xAJDZr.5zx.wKQA	MIR548E	0.957771122561667	1.02	69.87	68.44	microRNA 548e
9it7s50fVU0G281IOo	NA	0.957873129270006	-1.02	531.26	541.14	NA
iJJewHoBHrdJQXXSpk	SRGAP2	0.957873129270006	1.02	120.97	118.51	SLIT-ROBO Rho GTPase activating protein 2
6oXiEe6e3DsNfwA93k	ATP11B	0.957873129270006	-1.02	149.29	152.42	ATPase, class VI, type 11B
r6q6edenDnzyAO121U	RBKS	0.957873129270006	-1.02	104.83	106.65	ribokinase
lygiE14UIYJCViKp5o	CCDC96	0.957873129270006	-1.02	90.88	92.65	coiled-coil domain containing 96
EnF9XtUZReEQJd0T6g	NA	0.95789720289608	1.02	82.56	81.07	NA
Bp59ChC4jIKpQUnHok	MDP1	0.95789720289608	1.02	134.35	131.84	magnesium-dependent phosphatase 1
ui.s0dBNKo5eKLmJ1E	ZSCAN21	0.95789720289608	1.02	110.66	108.69	zinc finger and SCAN domain containing 21
614QCoRMu.sEW1BPX4	NR4A2	0.957922103096264	-1.03	107.57	110.41	nuclear receptor subfamily 4, group A, member 2
TooUjZH7ikAGI4Irkk	SYNC	0.957922103096264	1.02	91.04	89.25	syncoilin, intermediate filament protein
ruNhe.eopFhFElFFe4	NA	0.957922103096264	1.02	83.84	82.15	NA
0iVueKg5ZEjnjkergM	MTMR10	0.957942870091852	-1.02	130.03	132.55	myotubularin related protein 10
Z_QKopNLtfpKeP3Kyg	CTGF	0.957942870091852	1.03	1104.1	1075.31	connective tissue growth factor
K_JmKZolVolVAWSETU	MAP1LC3A	0.957942870091852	1.02	94.8	93.12	microtubule-associated protein 1 light chain 3 alpha
3j3KZ9KJZl8K5ITpQs	NA	0.957942870091852	1.02	306.79	300.35	NA
uLquXW5Z9uSSQvSXiM	DNAJC5	0.958007945962775	1.02	112.01	109.36	DnaJ (Hsp40) homolog, subfamily C, member 5
upQoIogvEv5XaIrIrk	NA	0.958042587921176	-1.02	97.26	99.03	NA
fVJXtfhYi1JP.0vpV4	JMJD4	0.958067525024382	-1.02	119.3	121.44	jumonji domain containing 4
iJf8rH2oXneIXfl4ZU	NA	0.958067525024382	1.02	115.16	112.72	NA
u3.VH.nfVQoHnVF0kY	FEV	0.958067525024382	-1.02	101.06	103	FEV (ETS oncogene family)
WED0xwIKTiAHRGoSIU	NA	0.958067525024382	1.02	87.78	86.03	NA
TAnl9SnfoR5fqJNeSc	MED19	0.958268597589284	-1.02	293.79	299.3	mediator complex subunit 19
i3N6Wa52LH4eWI16J8	HIST3H2A	0.958268597589284	-1.02	106.13	108.25	histone cluster 3, H2a
ldlBbXREs_dDlHtQvE	PROL1	0.958268597589284	-1.02	83.49	85.34	proline rich, lacrimal 1
l_XoV4eMSA_scoulUo	NA	0.958268597589284	-1.02	88.95	90.97	NA
oBNOIuil5RUgKRMcuU	FBXL5	0.958268597589284	-1.02	121.7	124.36	F-box and leucine-rich repeat protein 5
KgkxUqCCe_WjhVziAk	GSTO1	0.958268597589284	1.02	1641.16	1609.1	glutathione S-transferase omega 1
cHaKeIrqKOX4n4ivgk	MED29	0.958268597589284	1.02	211.87	208.27	mediator complex subunit 29
KYjZZQTUp4cfs2uGVQ	NDUFS8	0.958268597589284	-1.02	2077.3	2117.61	NADH dehydrogenase (ubiquinone) Fe-S protein 8, 23kDa (NADH-coenzyme Q reductase)
upRxepi91NFxCVsCRo	NA	0.958268597589284	-1.02	7927.87	8063.57	NA
EuYXY3tUJPTvV0Unss	LRCH3	0.958268597589284	1.02	123.59	121.05	leucine-rich repeats and calponin homology (CH) domain containing 3
fPJ6m64TmXsPUnHaik	NA	0.958268597589284	1.03	1420.07	1376.6	NA
caU.RiiFEueUUuXASs	TBC1D1	0.958268597589284	1.02	101.34	99.4	TBC1 (tre-2/USP6, BUB2, cdc16) domain family, member 1
W6mqSl1.vdRDce3WLs	FAM193A	0.958268597589284	-1.02	112.05	114.48	family with sequence similarity 193, member A
lggqlpfQkImGQjpJRQ	UBE2V1	0.958268597589284	1.02	166.85	162.93	ubiquitin-conjugating enzyme E2 variant 1
iueWeRei3.jHQjThck	NA	0.958268597589284	1.02	82.77	81.27	NA
0STt5Op_tSs36B3oC0	NA	0.958268597589284	1.02	89.34	87.56	NA
TVpmuVStpZolhWqVdg	NA	0.958268597589284	1.02	74.85	73.06	NA
ie1tIN1nl3Ulf_SV78	IQSEC2	0.958268597589284	1.02	95.33	93.48	IQ motif and Sec7 domain 2
6EkpFVQkXYwUukrKeA	ZKSCAN2	0.958268597589284	1.02	104.85	102.72	zinc finger with KRAB and SCAN domains 2
6f1AIkJJHUVFLuHdBU	NA	0.958268597589284	1.02	80.66	79.27	NA
u15WUiJRVX.1.FxULU	NA	0.958268597589284	-1.02	76.03	77.47	NA
ZJJtBHulFCFuiimiBM	SNCG	0.958275958158518	1.02	53.62	52.49	synuclein, gamma (breast cancer-specific protein 1)
Nh0SQd1PMn9Ea.o7kk	NKRF	0.958327493382849	1.02	162.78	160.12	NFKB repressing factor
lnkgJRdHQvRPfVIkl4	NA	0.958335313022465	-1.02	89.5	91.35	NA
uEt6EEQKtBK51i7Wko	NA	0.958693436710448	1.02	78.93	77.49	NA
uqlVF9DtHtFCHhCGcs	PFN1	0.958693436710448	-1.02	4937.52	5042.22	profilin 1
NZZyuuruLf_aX8L9xo	NA	0.958693436710448	-1.02	77.17	78.76	NA
oZ79tAkYqWXul8PXBo	NBEAL2	0.958693436710448	1.02	88.23	86.71	neurobeachin-like 2
Bedc5CoXE9dLEZe5dY	RBMS3	0.958742363694682	1.02	90.23	88.34	RNA binding motif, single stranded interacting protein 3
WeHyh_q_rUK58TVKpc	ECE2	0.958783911196696	-1.03	101.67	104.41	endothelin converting enzyme 2
KV6kkge6EkKei_4BUE	NA	0.958783911196696	-1.02	82.15	83.71	NA
fSfKcCVSJ1RfcXXvzU	NA	0.958783911196696	-1.02	76.18	77.65	NA
iJJIOJSiySiOpAgB6o	FOSL2	0.959061542762333	-1.02	94.32	96.05	FOS-like antigen 2
ZZ6iF.qG6roP6rN7l8	PADI2	0.959116799929361	-1.02	87.24	88.83	peptidyl arginine deiminase, type II
oeAQVSK8QOeV6OCe0U	MGARP	0.959144363337849	-1.02	95.97	97.8	mitochondria-localized glutamic acid-rich protein
letf2dIV2d09CV_V4Y	YIPF5	0.959144363337849	-1.02	82.79	84.23	Yip1 domain family, member 5
K6SSKX9XSEJxAuVKOU	AKNA	0.959144363337849	1.02	89.08	87.36	AT-hook transcription factor
Z2uVC9GOFYiB2KC_2U	BOLL	0.959144363337849	-1.02	75.28	76.77	boule-like RNA-binding protein
Z_qltWdcKSgjrpZAgg	RPL30	0.959144363337849	1.02	5390.11	5286.06	ribosomal protein L30
il6VUdUF_nch7x3wn8	TJAP1	0.959144363337849	-1.02	266.74	271.34	tight junction associated protein 1 (peripheral)
0l1J95_D19CjqudPuk	DIEXF	0.959248152807329	1.02	115.14	113.23	digestive organ expansion factor homolog (zebrafish)
u9XS5SiBPOv3XP3uC4	NA	0.959384260195274	1.02	88.73	87.04	NA
cnlfRd6upWKH3KB_.w	RAB28	0.959384260195274	1.02	125.09	122.64	RAB28, member RAS oncogene family
lZEioVAVAKVIVCoh4M	NA	0.959384260195274	1.02	93.82	91.96	NA
KQlEgFSTtXtEN06kX4	COQ9	0.959434415524615	1.02	348.19	341.4	coenzyme Q9
utPRKppa3UA5AOZ9JU	ANO8	0.959470302201183	-1.02	91.22	93.13	anoctamin 8
9HH0g1JJ3V0k1fApUE	INTS12	0.959530228996659	-1.02	240.75	245.69	integrator complex subunit 12
TD1XT.krsEjBSIJ7uE	OTOGL	0.959530228996659	-1.02	88.2	89.67	otogelin-like
HeOfR_R3Ceg1Ad6.t0	CDC26	0.959530228996659	1.02	450.63	440.95	cell division cycle 26
leK5Horgtnn3melVCM	NA	0.959530228996659	1.02	247.28	242.2	NA
fF3lPlUnCSYifnglSI	NA	0.959530228996659	-1.02	86.02	87.71	NA
N5x1FhGR693pWZ5iuk	NA	0.959530228996659	1.02	85.57	83.72	NA
xBeblElWXV5eiRH8g8	TCEB3	0.959530228996659	1.02	205.89	202.09	transcription elongation factor B (SIII), polypeptide 3 (110kDa, elongin A)
9eXWjLVYifvWCQkV5I	BOLA2	0.959530228996659	-1.02	107.74	109.57	bolA family member 2
rlKJMnquzuil2pSlSI	EPPK1	0.959530228996659	-1.02	77.61	79.08	epiplakin 1
T0ljuCgk4oqNtIdI.I	AP1AR	0.959530228996659	-1.02	95.17	96.82	adaptor-related protein complex 1 associated regulatory protein
3gqSEvfeq_knnT046U	STX4	0.959530228996659	1.02	242.09	236.5	syntaxin 4
oVdvX6iOOl.gzkhBf4	FBXW11	0.959586897620756	1.02	481.29	473.48	F-box and WD repeat domain containing 11
KWiIBfGDuv3ukCX0tI	ZNF713	0.959588626296501	-1.02	83.23	84.87	zinc finger protein 713
EQgmF3f6CftV54AhFU	NA	0.959588626296501	1.02	84.47	82.92	NA
9v_itOuoo0XilKL_KU	NA	0.959588626296501	-1.02	83.74	85.41	NA
fp0kffvnlO4IqMn_fU	NA	0.959688750212907	-1.02	90.36	91.94	NA
oOqdPXRBpf1KVL.1fU	NA	0.959770780114618	1.02	170.14	167.02	NA
B4LqlUrjtPnnrVKFE8	TCF21	0.959770780114618	1.02	101.8	99.84	transcription factor 21
xhfxSSl1UUjleZ6MXA	PRRC2A	0.959770780114618	-1.02	182.06	185.34	proline-rich coiled-coil 2A
Zy1Jx_KeI6ijiorap4	LONP2	0.959895578627102	-1.02	91.29	92.79	lon peptidase 2, peroxisomal
ZHXoIK59N3kufoFeng	NA	0.959895578627102	-1.02	82.15	83.9	NA
6VRlHVRUIj66DAKgio	FAM83F	0.959895578627102	1.02	110.09	108.16	family with sequence similarity 83, member F
WkOfCXkjGw7hR7.u_E	UBLCP1	0.959895578627102	-1.02	263.5	268.26	ubiquitin-like domain containing CTD phosphatase 1
KShxEs6ueXeNNt5d.k	SLC44A1	0.959895578627102	1.02	148.21	145.83	solute carrier family 44 (choline transporter), member 1
QjpTeSFCCQldBIHg3E	DDX60L	0.960045812286938	1.02	86.88	85.26	DEAD (Asp-Glu-Ala-Asp) box polypeptide 60-like
Nbu5zcuRcUAtTqJiLc	NA	0.960202086205858	-1.02	84.89	86.25	NA
NSYOpid.g7ue9HnJdk	CTDSP1	0.960202086205858	1.02	103.54	101.53	CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase 1
lG2.H1KUh3FMV6oIVI	ANAPC5	0.960202086205858	1.02	1005.4	987.89	anaphase promoting complex subunit 5
NxfSqnFIS73QfrwooI	PDHA1	0.960337206979815	-1.02	549.5	559.9	pyruvate dehydrogenase (lipoamide) alpha 1
Tq_HgdUQI7XkUt05N0	NA	0.960362563607015	1.02	101.6	99.57	NA
fnVfddSC.UJNSQeLDk	FAAP24	0.960362563607015	-1.02	93	94.77	Fanconi anemia core complex associated protein 24
6RSjSLPigHSoxegXUo	NA	0.960362563607015	-1.02	72.07	73.45	NA
6SUwAoEIeHqbrp05e4	XRCC2	0.960362563607015	-1.02	356.19	362.96	X-ray repair complementing defective repair in Chinese hamster cells 2
66mjR_KUovYhS3pcE4	NA	0.96038866990573	-1.02	1155.15	1182.01	NA
KeTV2qWqe2tnEzUX3o	NA	0.960429653670964	1.02	85.27	83.77	NA
ce0DjuQBf8evk6A0lA	LUM	0.960456352807738	-1.03	65.27	67.05	lumican
TSU4EUGOUKLN6VoqA0	AK5	0.960456352807738	1.02	103.94	101.89	adenylate kinase 5
fH_.Up.5x30dJxDATU	KLRF1	0.960456352807738	-1.02	89.99	91.59	killer cell lectin-like receptor subfamily F, member 1
Wvnn08vrqIKhE1Hfoo	RAB9A	0.96051413273099	1.02	506.67	497.93	RAB9A, member RAS oncogene family
lQuPtIfip0yC7ysad0	PRPF4B	0.96051413273099	1.02	104.55	102.74	pre-mRNA processing factor 4B
rGkA1T0S3z3X1ElAR8	NA	0.96051413273099	-1.02	76.58	77.98	NA
uZIUB6JOVk8KJ_BIl4	CLIP1	0.96051413273099	1.02	99.68	98.07	CAP-GLY domain containing linker protein 1
HkrnEpI66hc5J_7g5I	EXOSC4	0.96051413273099	-1.03	269.28	276.59	exosome component 4
x2L9WFOI4dRORxTeKU	SNORD33	0.96051413273099	1.02	98.34	96.6	small nucleolar RNA, C/D box 33
rWG7B0SWCR1NUj__3o	SLC37A3	0.96051413273099	-1.02	117.51	119.6	solute carrier family 37, member 3
QQqXoWTf3rtlTRTfk4	KCNJ12	0.960599100897086	1.02	81.96	80.7	potassium channel, inwardly rectifying subfamily J, member 12
Bi4oVxTUe1M9LVJVLk	MPP2	0.960616186084381	-1.02	75.78	77.11	membrane protein, palmitoylated 2 (MAGUK p55 subfamily member 2)
WpRL2olGjhXoR0JQLw	PUSL1	0.960616186084381	1.02	132.56	130.29	pseudouridylate synthase-like 1
QJ3V5RPiOJfHgCgSPk	NA	0.960616186084381	-1.02	144.72	147.38	NA
flAz2TkpLM.ECbqAQk	NA	0.960616186084381	1.02	95.82	93.68	NA
NlNzCj7lL8S1RUQ5OI	ZMYM1	0.960616186084381	-1.02	136.57	138.68	zinc finger, MYM-type 1
o6OFO4UH5EI6iR2Dek	NA	0.960692247069446	1.02	103.81	101.92	NA
ZQzUuiJ0stHuAzPT.k	NA	0.960692247069446	1.02	88.97	87.22	NA
0Uu3XrB6Bd14qoNeuc	ZFP36	0.960692247069446	-1.04	460.18	480.24	ZFP36 ring finger protein
Zli6yAdd.fTLXSn_vE	LMBR1	0.960692247069446	-1.02	235.69	240.09	limb development membrane protein 1
3sNJ__y456UDrnSSuI	TOMM20	0.960692247069446	-1.02	545.63	556.84	translocase of outer mitochondrial membrane 20 homolog (yeast)
u4dHJcUX7YxU5DoS6o	NA	0.960692247069446	1.02	137.26	134.67	NA
9l4r5EeN4KTkrl97l0	NA	0.960692247069446	-1.02	87.21	88.65	NA
okVJoO58s.rRSW016k	EIF4H	0.960692247069446	-1.02	1459.14	1492.89	eukaryotic translation initiation factor 4H
f7H6uyh3Lvfq7Pk6nk	ZFAND5	0.960692247069446	-1.02	885.81	900.4	zinc finger, AN1-type domain 5
W7AJ44F4D7sl3Ep54o	DDHD2	0.960692247069446	-1.02	94.7	96.85	DDHD domain containing 2
3kq6fMXsNUke6itCGg	ZNF860	0.960692247069446	-1.02	76.73	78.27	zinc finger protein 860
NXv6FTfUnN0UjriVIo	NA	0.960692247069446	1.02	85.9	84.52	NA
TeReXu_gIo5BTVQSoI	NA	0.960692247069446	-1.02	89.36	91.16	NA
T4Ue8_8f4f9IkRX13o	CD44	0.960721972507463	1.02	4303.89	4206.87	CD44 molecule (Indian blood group)
KlBdXtSOSc.6zdc0Tk	RPRD1A	0.960789173035028	-1.02	244.56	249.14	regulation of nuclear pre-mRNA domain containing 1A
Q1d9cgyb5mTmX4YuJY	AKIP1	0.960789173035028	-1.02	95.22	97.35	A kinase (PRKA) interacting protein 1
xRFSd_XeLpd1KJAH90	NA	0.960864504904241	1.02	92.17	90.67	NA
3idlziQukCldAwlXXo	CLIC1	0.960864504904241	-1.02	2376.81	2422.6	chloride intracellular channel 1
6eIr8h_qrAOjA4I71o	NA	0.960864504904241	1.02	84.98	83.46	NA
3lSSP6XpG6kXTPoBOQ	ANKHD1	0.960864504904241	1.02	158.15	155.61	ankyrin repeat and KH domain containing 1
31JeJcnSSVChjriqK4	GIPC1	0.960864504904241	-1.02	101.17	102.9	GIPC PDZ domain containing family, member 1
NdUoH9ZRj1KOjPEnhI	DHX36	0.960864504904241	-1.02	249.88	254.51	DEAH (Asp-Glu-Ala-His) box polypeptide 36
rMDue4oOgDOuSu3604	ZNF644	0.960864504904241	-1.02	176.65	179.33	zinc finger protein 644
rJMahStxzU6UHelQEU	PPIE	0.960864504904241	-1.02	196.13	199.8	peptidylprolyl isomerase E (cyclophilin E)
Zux3Rh6cIfnoeEXOno	IL1RL2	0.960864504904241	1.02	78.6	77.01	interleukin 1 receptor-like 2
07sTsxEzx1MGCRLff8	NA	0.960864504904241	1.02	82.31	80.86	NA
EKe2l11WRXV55pa46Q	NA	0.960864504904241	-1.02	89.6	91.31	NA
x.VE8.t1OMUdCS7noU	MTRR	0.960864504904241	1.02	208.89	204.97	5-methyltetrahydrofolate-homocysteine methyltransferase reductase
l6e6nee6tGU8eqf0qg	NA	0.960864504904241	1.02	611.15	601.03	NA
fiSgOZ4dSJ6Va5I8K8	TFPT	0.960986693807953	-1.02	117.9	120.2	TCF3 (E2A) fusion partner (in childhood Leukemia)
c6ak7i5EI6AiY_iTXo	ANTXR2	0.960986693807953	1.03	542.98	527.87	anthrax toxin receptor 2
