	SYMBOL	RAE.GENE	Chr12q
11380	AP2A2	-1	
11381	FAM50B	-1	
11382	ACVR2B	-1	
11383	WSB1	0.048	
11384	TGFBR2	0.059	
11385	NFIB	0.144	
11386	RSF1	-1	
11387	FRY	-1	
11388	ATG2B	0.096	
11389	NA	NA	
11390	NDUFA3	0.091	
11391	EPB41L5	0.08	
11392	PROX1	0.123	
11393	WDR48	0.053	
11394	RNF216	0.123	
11395	YIPF6	NA	
11396	ARHGEF2	-1	
11397	TENM4	NA	
11398	NA	NA	
11399	TBCB	-1	
11400	APLP2	0.171	
11401	PTGDR	-1	
11402	WDR83OS	NA	
11403	GTF2H1	0.144	
11404	NA	NA	
11405	NXPE3	NA	
11406	NENF	0.124	
11407	HPS1	0.032	
11408	RECK	0.118	
11409	RBMS1	-1	
11410	PLAGL2	-1	
11411	SMCR7L	0.096	
11412	PPP2R5D	0.07	
11413	NF1	-1	
11414	ZNF444	-1	
11415	NRP2	-1	
11416	ZSCAN18	0.112	
11417	TLE4	-1	
11418	ZNF593	-1	
11419	AGBL2	-1	
11420	SRSF1	NA	
11421	GTF2H5	0.118	
11422	NA	NA	
11423	OPLAH	-1	
11424	SENP3	-1	
11425	SH3BGR	0.086	
11426	TRAK1	-1	
11427	FRAT1	-1	
11428	NA	NA	
11429	DNAJC6	0.102	
11430	ATP2B4	0.15	
11431	CAMSAP1	0.07	
11432	EIF3K	0.08	
11433	ACVRL1	0.107	
11434	SRRM1	-1	
11435	CSNK2A1	-1	
11436	PTPRU	-1	
11437	CD226	-1	
11438	TNFAIP6	-1	
11439	NA	NA	
11440	PPP1R9A	0.07	
11441	ZNF492	0.107	
11442	YTHDC2	-1	
11443	EN1	0.08	
11444	GLT8D2	0.107	
11445	ADAMTS2	0.099	
11446	CIAPIN1	-1	
11447	IGFBP5	-1	
11448	LY6G5C	NA	
11449	GLS	0.053	
11450	WHSC1L1	0.102	
11451	SNX3	-1	
11452	MED12	NA	
11453	C12orf43	0.139	
11454	N4BP1	0.08	
11455	STARD8	NA	
11456	HEXB	0.048	
11457	SIVA1	0.123	
11458	BCAS3	-1	
11459	ZNF117	0.075	
11460	GNAS	0.16	
11461	SLC46A3	-1	
11462	NPEPL1	-1	
11463	RPS14	0.07	
11464	CDC40	0.107	
11465	DENND4A	-1	
11466	MBD2	0.059	
11467	NA	NA	
11468	H2AFX	-1	
11469	RBM25	-1	
11470	NTRK2	-1	
11471	VPS13A	0.096	
11472	BRIX1	NA	
11473	GLUD1	-1	
11474	CLUAP1	-1	
11475	HNRNPD	-1	
11476	JARID2	0.059	
11477	CXXC1	-1	
11478	STAG1	-1	
11479	ZNF142	-1	
11480	SASH1	-1	
11481	ISG20	-1	
11482	ATP6V0E1	-1	
11483	TSPYL5	0.128	
11484	NA	NA	
11485	AGAP5	NA	
11486	SECTM1	0.07	
11487	FBXL15	-1	
11488	VEZF1	-1	
11489	PJA2	0.053	
11490	AIFM1	NA	
11491	PLCG1	-1	
11492	UBE2G1	0.053	
11493	GTF2F1	0.091	
11494	SMAD3	-1	
11495	CLCC1	-1	
11496	HLA-G	NA	
11497	ATG5	0.102	
11498	NCL	0.053	
11499	CUL4A	-1	
11500	MAP3K7	-1	
11501	NA	NA	
11502	EZR	0.107	
11503	NA	NA	
11504	ELAC2	-1	
11505	SNRNP200	-1	
11506	TTC19	0.08	
11507	SYNCRIP	-1	
11508	RBMS1	-1	
11509	NA	NA	
11510	ANP32A	-1	
11511	NFIB	0.144	
11512	AKR7A3	0.075	
11513	NA	NA	
11514	SEPT11	0.043	
11515	PHF14	0.128	
11516	INHBC	0.289	
11517	GREM1	-1	
11518	MCFD2	-1	
11519	NA	NA	
11520	HRG	-1	
11521	ST14	-1	
11522	PGK1	NA	
11523	RIC8A	-1	
11524	FAM115A	-1	
11525	SLC43A3	0.075	
11526	TCEA1	-1	
11527	NA	NA	
11528	TRPS1	-1	
11529	NA	NA	
11530	MPV17	-1	
11531	TAPBPL	0.091	
11532	NAA60	NA	
11533	KAZN	NA	
11534	SLC24A3	-1	
11535	IFNGR1	-1	
11536	WBSCR22	0.07	
11537	POP4	0.08	
11538	PPME1	0.102	
11539	TROVE2	-1	
11540	RAB2A	0.128	
11541	MTFR1	-1	
11542	NA	NA	
11543	NA	NA	
11544	NA	NA	
11545	PLSCR4	-1	
11546	TMED5	0.07	
11547	EP300	0.112	
11548	PHF21A	-1	
11549	CARD8	-1	
11550	MFN1	-1	
11551	LIMA1	0.091	
11552	CAPZB	-1	
11553	EEF1D	-1	
11554	AAR2	NA	
11555	MON2	0.182	
11556	TPRKB	0.043	
11557	GGCX	-1	
11558	ZNF587	-1	
11559	PLSCR1	-1	
11560	EIF3M	-1	
11561	LARGE	-1	
11562	MYL12B	0.059	
11563	FOXO3	-1	
11564	MTDH	0.128	
11565	BLVRA	0.102	
11566	ZNF576	0.096	
11567	NOV	0.096	
11568	ZNF32	-1	
11569	GNE	0.139	
11570	BOP1	0.091	
11571	MPC2	NA	
11572	CUL2	-1	
11573	DFNA5	0.139	
11574	PDLIM5	0.032	
11575	TRAPPC8	NA	
11576	TMX1	0.086	
11577	TEX30	NA	
11578	MAP4K5	-1	
11579	NA	NA	
11580	PIKFYVE	NA	
11581	PAQR3	0.043	
11582	TAF7	-1	
11583	CD2AP	0.07	
11584	RPS6	-1	
11585	RP11-1407O15.2	NA	
11586	PRPF6	-1	
11587	CDC5L	0.075	
11588	CAPN7	0.053	
11589	DSTYK	0.134	
11590	RHOBTB3	0.064	
11591	GINS3	-1	
11592	CNNM2	-1	
11593	HINT1	-1	
11594	GPR153	-1	
11595	GPR153	-1	
11596	NA	NA	
11597	EDF1	0.075	
11598	PRAMEF11	NA	
11599	ACRV1	-1	
11600	GRK6	0.091	
11601	FGF13	NA	
11602	NA	NA	
11603	ACSL6	-1	
11604	COL4A2	0.128	
11605	TACO1	NA	
11606	SIGLEC6	-1	
11607	TUBD1	-1	
11608	MAN2B2	0.048	
11609	DHFR	0.059	
11610	RPL38	0.075	
11611	PARN	0.053	
11612	C2orf47	0.048	
11613	PRRC2C	NA	
11614	VPS41	0.102	
11615	NA	NA	
11616	ADAM21	-1	
11617	SENP5	-1	
11618	FAF2	-1	
11619	SPIN2B	NA	
11620	NGFR	-1	
11621	FGGY	0.15	
11622	BCLAF1	-1	
11623	NFE2L1	-1	
11624	ZNF22	0.048	
11625	TBC1D8	0.08	
11626	HOXA5	-1	
11627	SEC63	0.086	
11628	CFHR1	-1	
11629	SMC3	-1	
11630	TSPAN12	0.075	
11631	ATP11B	0.075	
11632	BTG3	-1	
11633	SSNA1	-1	
11634	BMP10	-1	
11635	TPR	0.091	
11636	RPGRIP1	-1	
11637	RGS10	-1	
11638	QSER1	-1	
11639	SH2B2	0.07	
11640	PWP1	0.096	
11641	PHF8	NA	
11642	NA	NA	
11643	GGCX	0.053	
11644	RFK	0.091	
11645	NARS2	0.123	
11646	ERI3	-1	
11647	NA	NA	
11648	SNRPA1	-1	
11649	DSPP	0.037	
11650	SMARCA2	-1	
11651	YTHDC1	-1	
11652	SCAF4	NA	
11653	MYO1D	0.086	
11654	MED4	-1	
11655	ACTB	-1	
11656	ARMC8	0.064	
11657	ZFHX3	-1	
11658	ATG16L1	-1	
11659	DST	0.07	
11660	HSPA9	-1	
11661	C6orf62	0.064	
11662	TRIOBP	-1	
11663	NA	NA	
11664	SENP6	0.059	
11665	ARHGAP17	-1	
11666	UCK2	-1	
11667	RAB9A	NA	
11668	DHCR7	-1	
11669	CELSR2	-1	
11670	GSTA1	-1	
11671	CENPB	0.086	
11672	FAM49B	-1	
11673	PPCS	-1	
11674	TMEM63A	0.16	
11675	NA	NA	
11676	TLK2	0.064	
11677	CHTOP	NA	
11678	MSH3	0.053	
11679	NA	NA	
11680	NA	NA	
11681	PEX6	0.07	
11682	DRD5	-1	
11683	ABHD11	-1	
11684	RAB31	0.053	
11685	CHST4	0.086	
11686	UBE2I	0.048	
11687	NELFE	NA	
11688	ACTC1	0.075	
11689	IPO5	-1	
11690	IGHMBP2	-1	
11691	MFAP5	0.075	
11692	BRE	0.053	
11693	PCM1	0.075	
11694	HOXA6	0.176	
11695	PLEKHB2	0.086	
11696	PTH1R	0.075	
11697	HNMT	0.075	
11698	PRRC2A	NA	
11699	DDX23	-1	
11700	MTMR14	0.064	
11701	PAAF1	-1	
11702	COX8A	-1	
11703	PPP1R2	0.096	
11704	WSB2	-1	
11705	TBCD	-1	
11706	FUT3	-1	
11707	FLNB	-1	
11708	MYOF	0.037	
11709	NA	NA	
11710	SRPK2	-1	
11711	HEBP1	0.086	
11712	FASTKD2	0.048	
11713	RAB22A	0.16	
11714	FZR1	-1	
11715	STAT6	0.182	
11716	ICK	0.064	
11717	EIF1AX	NA	
11718	CAMK2B	0.102	
11719	TRIO	0.171	
11720	TMED2	-1	
11721	DOK1	-1	
11722	KLK13	-1	
11723	PDE4B	0.111	
11724	USP7	-1	
11725	FRZB	0.043	
11726	GATAD1	0.07	
11727	IFT57	0.053	
11728	ARRB2	0.053	
11729	C9orf156	0.112	
11730	PRPF8	0.064	
11731	TOR1AIP1	-1	
11732	TAF6L	-1	
11733	GAL	0.102	
11734	NOL9	-1	
11735	LAMB2	0.123	
11736	NDUFAF1	0.134	
11737	SF3B1	0.064	
11738	MXD4	0.053	
11739	THAP1	0.096	
11740	PHTF1	-1	
11741	RFNG	0.07	
11742	DES	0.059	
11743	SEMA4C	-1	
11744	TPBG	-1	
11745	CCDC121	0.053	
11746	ZW10	-1	
11747	RABIF	-1	
11748	DCAF8	NA	
11749	FCER1A	0.187	
11750	CCT6B	0.064	
11751	NSMF	NA	
11752	NBR1	0.091	
11753	ZNF35	0.064	
11754	PHF2	-1	
11755	TLK1	-1	
11756	PPARA	-1	
11757	CAPRIN1	0.128	
11758	C14orf132	NA	
11759	PTGES	-1	
11760	HGF	-1	
11761	CDH6	-1	
11762	SYNJ1	0.086	
11763	CLN5	0.134	
11764	ATP8B4	0.064	
11765	UBE2N	-1	
11766	PAPOLA	-1	
11767	MTOR	NA	
11768	PARP16	-1	
11769	KLF5	0.16	
11770	DDX1	-1	
11771	MAP3K7	0.07	
11772	KDM3B	NA	
11773	ATP5B	-1	
11774	SP100	-1	
11775	GNLY	-1	
11776	NA	NA	
11777	RNF220	0.075	
11778	MTSS1	0.096	
11779	C1RL	0.086	
11780	TRIM21	-1	
11781	EXOSC9	-1	
11782	PEX1	-1	
11783	NA	NA	
11784	PAWR	-1	
11785	ECHDC1	-1	
11786	CUL2	-1	
11787	EIF5A	-1	
11788	EGFL8	NA	
11789	UROS	0.032	
11790	NA	NA	
11791	COQ6	-1	
11792	RPS4Y1	NA	
11793	EIF5B	-1	
11794	RPL10	NA	
11795	USP24	-1	
11796	NA	NA	
11797	RSL1D1	0.064	
11798	SEC11A	-1	
11799	POLR2F	-1	
11800	THBS4	-1	
11801	C6orf120	-1	
11802	COL8A1	0.053	
11803	TIMP2	0.07	
11804	KCNE4	0.053	
11805	RABGAP1	-1	
11806	RHOT1	0.086	
11807	C9orf16	0.107	
11808	CAPN15	NA	
11809	EPOR	0.112	
11810	RAB6A	0.128	
11811	STK11	-1	
11812	RPL36AL	0.112	
11813	PLA2G5	-1	
11814	GLS	0.053	
11815	BTG3	-1	
11816	DIAPH1	-1	
11817	ITGBL1	-1	
11818	FGF18	-1	
11819	PLA2G6	0.102	
11820	AR	NA	
11821	PXDN	0.043	
11822	N4BP2L2	-1	
11823	WWP2	0.102	
11824	PIN1	-1	
11825	STK4	0.144	
11826	NA	NA	
11827	PDGFB	-1	
11828	NA	NA	
11829	GPR126	0.171	
11830	CAPG	0.053	
11831	MOCS2	0.08	
11832	NA	NA	
11833	UIMC1	0.086	
11834	TRAM2	0.07	
11835	SREBF2	-1	
11836	NDUFB7	-1	
11837	ANKRD17	-1	
11838	PFAS	0.064	
11839	NA	NA	
11840	PPP1R12A	0.155	
11841	KPNA1	-1	
11842	STK38L	0.075	
11843	FBXO11	0.053	
11844	WDR37	0.107	
11845	CTNS	-1	
11846	ILF3	-1	
11847	TSEN34	0.086	
11848	MAD1L1	0.118	
11849	RPL14	-1	
11850	SAFB	0.102	
11851	CTNNBL1	0.139	
11852	CUEDC2	0.053	
11853	UPF3A	0.155	
11854	EPS15L1	0.091	
11855	E4F1	-1	
11856	RC3H1	0.155	
11857	SNCA	0.043	
11858	PGC	0.075	
11859	SEMA3C	-1	
11860	RPL27A	0.144	
11861	CAPN7	-1	
11862	CIAO1	-1	
11863	SET	-1	
11864	RP11-648L3.2	NA	
11865	NA	NA	
11866	CES2	-1	
11867	PRDM2	0.075	
11868	GNA11	0.102	
11869	CDH13	0.08	
11870	PEX10	-1	
11871	KAT2B	0.053	
11872	TBCE	0.193	
11873	CDK7	NA	
11874	OAT	-1	
11875	LETMD1	-1	
11876	ATP5L	0.176	
11877	DUT	-1	
11878	ATP8A2	-1	
11879	IL17RC	-1	
11880	LEPR	-1	
11881	XYLT1	0.037	
11882	BTF3	0.048	
11883	MOBP	0.053	
11884	GREM1	-1	
11885	HLA-DQB1	-1	
11886	NPEPPS	0.07	
11887	NUAK2	-1	
11888	SMARCA2	0.139	
11889	C7orf25	-1	
11890	PENK	-1	
11891	GSTM2	0.053	
11892	KIAA0195	-1	
11893	CSTF2T	-1	
11894	MAPK14	-1	
11895	TUBGCP3	-1	
11896	CIB1	-1	
11897	PAFAH1B1	-1	
11898	SCARF1	-1	
11899	P2RY13	0.053	
11900	PIK3IP1	-1	
11901	C11orf21	NA	
11902	ALOX5	0.037	
11903	DFFA	-1	
11904	CCDC25	-1	
11905	NCOA3	0.128	
11906	HPS6	-1	
11907	UBAP2	-1	
11908	RAB11FIP2	-1	
11909	RBBP6	0.053	
11910	FAM189B	NA	
11911	KAL1	NA	
11912	DCAF8	NA	
11913	IQCK	-1	
11914	SDC2	-1	
11915	PRRC2B	NA	
11916	ABR	0.07	
11917	SMAD4	-1	
11918	GPATCH2L	NA	
11919	IFT27	NA	
11920	PPIG	-1	
11921	ARHGEF11	0.187	
11922	UCP2	-1	
11923	WDR48	-1	
11924	NA	NA	
11925	NA	NA	
11926	STAU1	-1	
11927	PDGFB	0.096	
11928	POLR2M	NA	
11929	WDR45	NA	
11930	SMCHD1	0.059	
11931	YY1	-1	
11932	CELF2	NA	
11933	LST1	NA	
11934	TMEM127	-1	
11935	FBXL18	0.128	
11936	SNRNP25	-1	
11937	SNX1	-1	
11938	PTCRA	-1	
11939	TMEM5	0.155	
11940	LMF2	0.139	
11941	ART1	-1	
11942	TMBIM6	0.08	
11943	RAB3GAP2	-1	
11944	SRPX2	NA	
11945	LRRFIP1	-1	
11946	CHST2	-1	
11947	NA	NA	
11948	CREB3L2	-1	
11949	CTBP1	0.064	
11950	NA	NA	
11951	MTX2	0.043	
11952	NDUFB8	0.037	
11953	RNF146	0.112	
11954	MBNL1	0.048	
11955	AKR7A2	-1	
11956	DDX47	0.107	
11957	GTF2IRD1	-1	
11958	DNAJB9	0.07	
11959	SERP1	0.048	
11960	RYBP	0.096	
11961	DCN	0.264	
11962	MYO1A	-1	
11963	ANK3	-1	
11964	NEB	0.059	
11965	GAS7	0.07	
11966	MRPS17	-1	
11967	GALNT2	0.15	
11968	RNF103	-1	
11969	INPP1	0.048	
11970	STK4	-1	
11971	VRK3	0.102	
11972	KCND3	0.053	
11973	MLLT3	-1	
11974	BAALC	-1	
11975	BOLA1	0.134	
11976	ATP6V1C1	0.107	
11977	ANP32A	-1	
11978	PIK3R4	0.059	
11979	NPRL2	NA	
11980	PAIP1	-1	
11981	H6PD	-1	
11982	NDUFA6	0.102	
11983	DHX30	0.123	
11984	SZRD1	NA	
11985	NCKIPSD	-1	
11986	UBTF	0.086	
11987	UBE2B	-1	
11988	TYMP	0.139	
11989	LGALS3BP	0.07	
11990	NA	NA	
11991	RBFOX2	NA	
11992	AGGF1	0.064	
11993	PDCD4	-1	
11994	RBMS1	0.053	
11995	RBBP6	0.053	
11996	HNRNPK	0.107	
11997	MTMR3	-1	
11998	AFF1	0.037	
11999	SNX7	-1	
12000	ATP2B4	-1	
12001	ARID4A	-1	
12002	HDAC4	-1	
12003	NCOA3	0.128	
12004	SPATA7	-1	
12005	PPAP2B	0.112	
12006	TPGS2	NA	
12007	RASA4	0.075	
12008	RANBP1	0.08	
12009	LAMA4	0.123	
12010	FA2H	-1	
12011	SCAND1	-1	
12012	PNKP	0.107	
12013	APC	0.075	
12014	TPT1	0.139	
12015	TEX41	NA	
12016	HLCS	-1	
12017	HADHA	-1	
12018	OTUB1	0.08	
12019	PTPRK	-1	
12020	ZFR	0.128	
12021	TAPBPL	0.091	
12022	USB1	NA	
12023	IL1A	-1	
12024	ENTPD4	-1	
12025	SLC22A14	0.053	
12026	WWP1	0.112	
12027	SMC5	-1	
12028	GABRR1	0.07	
12029	CIZ1	0.107	
12030	PLCL2	0.048	
12031	TCEA2	0.155	
12032	PTK2B	-1	
12033	TIPIN	-1	
12034	MED27	0.059	
12035	ATXN7	0.086	
12036	DMXL1	0.07	
12037	TPT1	-1	
12038	DNAJB14	-1	
12039	SIVA1	0.123	
12040	GPC1	-1	
12041	MDN1	0.064	
12042	FGF1	-1	
12043	MBP	0.064	
12044	USP33	-1	
12045	DIAPH2	NA	
12046	RIOK3	0.053	
12047	NA	NA	
12048	WIZ	-1	
12049	MPZL1	-1	
12050	DAO	-1	
12051	PRR13	-1	
12052	NID1	0.16	
12053	ANGPT1	0.102	
12054	PAM	0.059	
12055	NABP1	NA	
12056	ERC1	0.107	
12057	TBL3	-1	
12058	DCN	-1	
12059	SRSF6	NA	
12060	NA	NA	
12061	ACTG2	0.043	
12062	SKAP2	0.134	
12063	SCAPER	0.059	
12064	CNNM3	0.075	
12065	KIAA1109	0.048	
12066	POFUT1	0.123	
12067	PPDPF	NA	
12068	CSN2	0.037	
12069	HMG20B	-1	
12070	EIF1AY	NA	
12071	GNAS	0.16	
12072	EXOSC4	0.08	
12073	DTWD1	-1	
12074	TCF25	-1	
12075	NA	NA	
12076	DHODH	-1	
12077	SCAMP2	0.053	
12078	ACTR2	0.048	
12079	RHOBTB3	-1	
12080	OXLD1	NA	
12081	GPM6B	NA	
12082	RAMP1	-1	
12083	NR3C1	-1	
12084	HIBCH	0.048	
12085	FGFR1	-1	
12086	LPHN1	0.128	
12087	AK2	-1	
12088	KDM5A	NA	
12089	NA	NA	
12090	CCT6A	0.091	
12091	GAS6	0.134	
12092	GPM6B	NA	
12093	CASC7	NA	
12094	DCTN3	-1	
12095	CALM2	0.043	
12096	NUPL1	-1	
12097	PPP3CC	-1	
12098	ANGPT1	-1	
12099	NDUFA4L2	-1	
12100	LMF1	-1	
12101	EFCAB14	NA	
12102	GNG4	0.166	
12103	QSOX1	0.091	
12104	SLC37A4	0.166	
12105	PTDSS2	0.176	
12106	HOXB5	0.053	
12107	NTRK3	-1	
12108	MME	-1	
12109	PLA2G12A	-1	
12110	N4BP1	0.08	
12111	PSKH1	0.102	
12112	KCNJ14	0.107	
12113	GSTM1	0.053	
12114	GPSM3	NA	
12115	PDCD5	0.086	
12116	FZD10	-1	
12117	PDE4DIP	-1	
12118	MCTP2	-1	
12119	PEA15	0.219	
12120	NA	NA	
12121	ACP1	-1	
12122	IMMT	-1	
12123	PPP1CB	-1	
12124	NRF1	0.075	
12125	RAP2A	-1	
12126	SMAD5	0.091	
12127	JAG1	0.08	
12128	B3GNT4	0.118	
12129	SORBS1	0.032	
12130	NFX1	-1	
12131	EXOSC4	0.08	
12132	MFN1	-1	
12133	EMC8	NA	
12134	OR10H3	0.091	
12135	NA	NA	
12136	DNASE2	-1	
12137	SRP19	-1	
12138	EPB41L3	-1	
12139	ADO	-1	
12140	NUMA1	-1	
12141	AGA	0.064	
12142	DST	-1	
12143	NA	NA	
12144	BAHD1	-1	
12145	MEF2A	0.064	
12146	GGCX	0.053	
12147	DGCR14	-1	
12148	SEPHS2	-1	
12149	NONO	NA	
12150	LRRC15	0.075	
12151	LRP1B	-1	
12152	CROCC	-1	
12153	NA	NA	
12154	CYP2C9	0.043	
12155	NA	NA	
12156	PAPSS2	-1	
12157	CYB5R4	-1	
12158	DNAJA3	0.048	
12159	CEPT1	0.064	
12160	XPO7	0.084	
12161	NA	NA	
12162	WRN	-1	
12163	YWHAB	-1	
12164	SRCAP	0.043	
12165	MYOT	0.08	
12166	GYG1	-1	
12167	GLA	NA	
12168	IPO4	0.07	
12169	NEUROD2	-1	
12170	SNAPC5	0.08	
12171	AMACR	-1	
12172	NOTCH2	0.064	
12173	PRRC2C	NA	
12174	DNAJC8	-1	
12175	RAB31	0.053	
12176	NA	NA	
12177	ACKR4	NA	
12178	RAD50	-1	
12179	TADA3	NA	
12180	CBR1	0.086	
12181	NA	NA	
12182	BICD2	-1	
12183	TBC1D1	0.064	
12184	MST4	NA	
12185	AP3D1	-1	
12186	SS18	-1	
12187	TLR2	0.053	
12188	VHL	-1	
12189	HTATIP2	0.118	
12190	SCAPER	0.059	
12191	ITGAM	-1	
12192	CAMK1G	0.123	
12193	NRBF2	0.053	
12194	RPS13	-1	
12195	THADA	-1	
12196	PRRC2A	NA	
12197	KAT8	NA	
12198	CLIC4	-1	
12199	ATG9A	-1	
12200	CD47	-1	
12201	NA	NA	
12202	PRKCDBP	-1	
12203	ATXN1	0.07	
12204	TTC30A	-1	
12205	OSR2	-1	
12206	TTC3	0.091	
12207	WNK1	0.118	
12208	IDH3B	0.096	
12209	ZBTB6	0.086	
12210	TAF9B	NA	
12211	RFC1	-1	
12212	RBM47	0.07	
12213	R3HDM4	NA	
12214	NA	NA	
12215	CNR2	-1	
12216	PAFAH1B1	0.064	
12217	HSPA9	-1	
12218	KLHDC10	-1	
12219	PDHB	-1	
12220	OSBPL11	0.091	
12221	PARD3	-1	
12222	MRPL24	-1	
12223	SLC25A16	0.091	
12224	BRD1	-1	
12225	POLR2K	0.118	
12226	CPA4	-1	
12227	RCHY1	-1	
12228	GMPS	0.075	
12229	PDCL3	-1	
12230	TFPI	-1	
12231	APBB2	-1	
12232	CACTIN	NA	
12233	LRP1	0.176	
12234	KCNMA1	0.032	
12235	KIRREL	0.182	
12236	ZNHIT1	0.064	
12237	ZC3H4	-1	
12238	PSME4	0.048	
12239	CDS2	0.086	
12240	SGK2	-1	
12241	ZDHHC7	-1	
12242	EIF3L	0.102	
12243	RAN	-1	
12244	PPP1R8	-1	
12245	NA	NA	
12246	PEX3	-1	
12247	VPS28	0.086	
12248	DDX52	-1	
12249	SMARCA5	0.048	
12250	G6PC3	0.08	
12251	GAPVD1	-1	
12252	PLAUR	0.091	
12253	ZC3H11A	0.16	
12254	XIAP	NA	
12255	SUOX	0.096	
12256	DYNC1LI2	-1	
12257	PLCE1	-1	
12258	ARFGEF1	0.139	
12259	ANO1	0.102	
12260	ELF4	NA	
12261	TMEM62	0.112	
12262	MASP2	0.08	
12263	CNOT4	0.07	
12264	ZNF287	0.075	
12265	AC138969.4	NA	
12266	R3HCC1	NA	
12267	TLDC1	NA	
12268	POLR2D	0.075	
12269	SDS	-1	
12270	CDK17	NA	
12271	STAU1	0.128	
12272	MUC1	-1	
12273	CCDC28A	-1	
12274	FSTL1	0.064	
12275	RTF1	0.134	
12276	TMEM35	NA	
12277	AKAP13	-1	
12278	PLD1	0.086	
12279	BSDC1	-1	
12280	PKP2	0.086	
12281	RPL14	-1	
12282	GPRC5B	0.053	
12283	MRPL44	-1	
12284	AGFG1	-1	
12285	CYFIP2	-1	
12286	CD2BP2	-1	
12287	STK17A	-1	
12288	BCL7A	0.118	
12289	STRN4	-1	
12290	MTMR9	-1	
12291	PHGDH	-1	
12292	LINC00472	NA	
12293	RIC8B	0.096	
12294	NA	NA	
12295	STIM1	0.134	
12296	CSNK1A1	0.075	
12297	SALL2	0.091	
12298	KCND3	-1	
12299	TRPA1	0.134	
12300	GNA11	0.102	
12301	FAM206A	NA	
12302	NA	NA	
12303	POLR2A	-1	
12304	HFE	0.059	
12305	LYVE1	0.134	
12306	MLF2	0.091	
12307	NUP93	-1	
12308	PSMA6	-1	
12309	PDCD11	0.048	
12310	WWTR1	-1	
12311	C20orf27	-1	
12312	RBM12	0.123	
12313	MBNL1	0.048	
12314	COX7B	NA	
12315	COPS8	-1	
12316	C10orf76	-1	
12317	MYH15	-1	
12318	BRD2	NA	
12319	EGFL7	0.075	
12320	CCBL2	-1	
12321	CREM	0.059	
12322	PRPSAP1	-1	
12323	HNRNPA0	-1	
12324	ZNF384	-1	
12325	IGFBP2	-1	
12326	ZNF37A	0.037	
12327	FLI1	-1	
12328	RNMTL1	0.07	
12329	DIEXF	NA	
12330	SLC7A1	-1	
12331	C1orf50	-1	
12332	HNRNPL	-1	
12333	COX6C	0.112	
12334	IQGAP1	-1	
12335	RBM28	0.07	
12336	AP3B1	-1	
12337	CPE	-1	
12338	NTRK3	-1	
12339	DNMBP	-1	
12340	GCFC2	NA	
12341	RHOBTB3	0.064	
12342	PROS1	-1	
12343	MTF1	0.08	
12344	FTSJ1	NA	
12345	OGT	NA	
12346	PAPSS1	0.043	
12347	ERF	-1	
12348	FBXO9	-1	
12349	MAGT1	NA	
12350	SLC28A3	0.107	
12351	ENO1	-1	
12352	CDK2	-1	
12353	UFM1	0.139	
12354	ARL1	-1	
12355	UQCRC1	0.096	
12356	UFL1	NA	
12357	POLD3	0.102	
12358	NGDN	-1	
12359	FADS1	0.075	
12360	NFYB	-1	
12361	SLC35D2	0.112	
12362	RBM34	-1	
12363	GTF2F2	0.166	
12364	RNPS1	-1	
12365	EML1	-1	
12366	KXD1	NA	
12367	GART	-1	
12368	SRSF1	NA	
12369	PILRB	0.07	
12370	MINK1	-1	
12371	GNAS	-1	
12372	MAT2B	0.08	
12373	VPS72	0.171	
12374	PDS5A	-1	
12375	CLASRP	NA	
12376	CYP11B1	-1	
12377	MTMR1	NA	
12378	NFE2L1	-1	
12379	TOR1A	-1	
12380	TMEM222	-1	
12381	DKC1	NA	
12382	BRAF	0.08	
12383	RP11-782C8.2	NA	
12384	ARL8B	-1	
12385	PMP2	-1	
12386	PGS1	0.08	
12387	CHMP3	NA	
12388	ZNF223	-1	
12389	OR7E24	-1	
12390	TUBB2A	-1	
12391	LAS1L	NA	
12392	PCGF1	0.043	
12393	NA	NA	
12394	CETN2	NA	
12395	KLHL12	0.123	
12396	UBTD1	-1	
12397	AP4S1	-1	
12398	CANX	-1	
12399	NA	NA	
12400	NA	NA	
12401	AIM1	-1	
12402	FAM63B	0.086	
12403	GATA2	0.053	
12404	YKT6	-1	
12405	ARGLU1	0.123	
12406	C7orf26	0.128	
12407	FKBP8	-1	
12408	PTP4A3	-1	
12409	PRKD2	-1	
12410	GDI2	0.07	
12411	OCRL	NA	
12412	ABCC1	-1	
12413	SIRT6	0.091	
12414	CINP	0.102	
12415	PFDN4	-1	
12416	STX12	-1	
12417	HAT1	-1	
12418	NEDD4	-1	
12419	MTMR9	-1	
12420	PKN1	0.107	
12421	RAB5C	0.08	
12422	CTSK	-1	
12423	GRB2	-1	
12424	NA	NA	
12425	THADA	0.048	
12426	FAHD2A	0.075	
12427	EIF3K	0.08	
12428	LEPR	-1	
12429	BNIP1	-1	
12430	R3HDM4	NA	
12431	MOB4	NA	
12432	FAM106A	NA	
12433	CELF2	NA	
12434	TMEM259	NA	
12435	CNIH	-1	
12436	TNFRSF1B	0.08	
12437	XPO6	-1	
12438	TNRC6B	-1	
12439	RAB21	0.422	X
12440	RABGGTB	0.07	
12441	SRPK2	0.075	
12442	SULT1A1	-1	
12443	YWHAZ	-1	
12444	LIG4	0.128	
12445	RANBP10	0.107	
12446	EBAG9	0.091	
12447	GPAA1	-1	
12448	ATP6V1G2	NA	
12449	FNTA	0.096	
12450	HADHB	-1	
12451	HLF	0.075	
