	FDR	FC	NF1300	NF1347	NF1311	NF1341	WD1297	WD1349	WD1306	WD1340
ZNF3	0.938795069464192	1.09253541336315	1904.53899224955	2484.62549426233	1543.42527650575	1702.78662201655	2454.32020946906	1883.0945606219	2205.69165280245	1735.12108093373
KDM4C	0.938795069464192	1.10231224329548	2101.60497374848	2169.00714664199	1905.34799641255	1615.4358797183	1449.62772606067	3724.20537366272	1768.53751188074	2164.45305861763
CARM1	0.938795069464192	-1.09167594194189	2889.86889974421	3160.3546437931	3104.36294268441	3296.66124255997	3854.26534019635	3219.16558658445	2373.9129931065	2239.06957880334
C5orf54	0.938795069464192	1.15836725053002	207.437875262034	525.567116301712	279.03074212169	267.027902088959	439.41495428191	259.311382118426	318.735171102411	391.44974435885
KLF6	0.938795069464192	-1.16049338063504	112090.352384561	27970.4594673057	73194.7838768923	52501.6660908447	29492.6926475695	43434.6565048363	83255.1760990316	56210.3465755879
SOBP	0.938841107362845	1.10967394030385	2058.82091197569	2174.56870342825	1173.33010808493	1602.16741253375	1911.12383382409	1418.80370501939	1523.9525368334	3087.40201599158
ZNF146	0.938841107362845	1.10183082315855	8227.50472758042	6653.01230556533	4283.53051399365	3591.33178461672	5658.29557963515	5967.86623703977	6048.22121553708	6066.32309109779
ZNF615	0.938869734935431	-1.10948809305244	644.353900032692	1159.58458993552	437.809741822736	509.730281006253	688.931988622893	802.630468461794	446.007895674555	446.551174649832
GRIK5	0.938869734935431	-1.1911454612148	40.1910883320191	31.9789515210037	36.1922719906795	126.603291052529	11.0405767407515	29.6355865278201	35.415019011379	208.926256519973
SGCA	0.938869734935431	-1.30921695023536	97.2365040290784	41.7116758969613	77.0545145608015	619.195135278746	320.176725481794	81.4978629515052	29.881422290851	73.4685737213091
TMEM238	0.938874578595399	-1.20243801959354	58.341902417447	33.369340717569	68.8820660467771	142.083169434498	28.7054995259539	104.959368952696	39.8418963878014	87.2439312940546
TMEM129	0.938874578595399	-1.1122919334847	2936.54242167817	4593.845905452	5033.06079199417	5477.66553601947	5417.61100668676	2535.07746423394	4421.34377970185	4079.22776122925
SLC38A10	0.938874578595399	-1.11785709124844	7680.3873315768	9225.23231921127	14771.1169427767	15825.4113815662	12845.7110378644	8649.88681780749	13085.8495247045	7267.64906608763
FAM116A	0.939257617771829	1.08647240644811	2080.86118622228	2693.18387374714	1912.35295228171	2135.11751111296	1736.68272132021	3687.16089050295	2362.84579966544	2105.90778893346
SFT2D2	0.939257617771829	1.1518135844578	206.141388541646	260.002779757725	138.931624738415	268.686460487027	143.52749762977	422.307108021436	252.332010456076	230.163266111289
GPBAR1	0.939257617771829	-1.09718175397592	740.293917341384	656.263700778858	2011.58982709486	1115.65694910045	820.314851837836	458.116775075885	2028.61655774555	983.216146754707
NPIPL2	0.939257617771829	-1.17949325409893	10.3718937631017	12.5135027690884	421.464844794687	491.486138627504	6.6243460444509	16.0526093692359	612.015797290393	212.370095913159
PRDM10	0.939257617771829	1.12113499929048	776.59554551224	1493.27799711121	572.071395981708	495.356108222997	676.787354208067	1001.43586141925	936.284565113332	815.61596295297
PCDHB3	0.939257617771829	-1.17448208689807	124.46272515722	152.942811622191	234.666021616986	160.880164612603	117.030113451966	66.6800696875952	488.063230750567	99.8713424024046
FPGT-TNNI3K	0.939257617771829	-1.14956055207612	146.502999403811	107.059968135534	176.291389373955	184.099982185556	89.4286716000872	114.837897795303	230.197623573963	123.404244922511
AP5M1	0.939257617771829	-1.09501412708692	1752.85004596419	2032.74900537858	2685.23308317945	1346.19656643192	1659.39868413495	1795.42261714377	1678.89324500819	1789.64853799251
H2AFX	0.939486730031825	1.09793294473863	1392.4267376964	1198.51548743935	914.146740925873	1847.63405544783	1677.06360692015	1360.76734806907	1321.42289686208	1356.87272091543
NOL9	0.939726125822789	1.09796663224295	2023.81577052522	2049.43367573736	1602.96740139364	1697.25809402299	2182.72202164657	2485.68482002091	2585.29638783067	1165.73963459358
MBD1	0.939726125822789	1.0797761087172	5403.75665057599	5647.76091644856	4783.21736599399	4802.07941520641	5854.81784562052	6751.97446392167	4702.45049310467	5126.15493675791
CDHR4	0.939726125822789	-1.19858439654862	89.4575837067521	95.936854563011	73.5520366262196	111.123412670561	92.7408446223126	181.517967482898	66.4031606463356	28.1246883776887
SKIL	0.939737390031631	1.16809004884199	5882.16025039905	1313.91779075428	2611.68104655323	3927.46628662519	2286.50344300964	4929.38589246074	3397.62838640417	3925.97690823246
KLHL30	0.939737390031631	-1.20573958078754	431.730077889108	100.108022152707	1230.5372476831	625.829368871018	1720.12185620908	64.2104374769435	385.138331748747	440.237469095657
C1GALT1	0.939801698760868	1.09733269232122	4028.18424024462	1462.68943478678	1551.59772501978	2715.61295043678	2865.02966422502	2583.23529234165	1547.19364305962	3153.98291092652
DCAF10	0.939801698760868	-1.08829195145796	3251.58869473238	2907.3038100182	2672.39066408598	2080.93793677607	2022.63365890568	2799.32811077367	2708.14223502639	2433.64650451836
ADCYAP1	0.940223910064566	1.45716134503268	35.0051414504682	72.3002382213996	266.188323028223	854.157575005055	135.799093911244	2168.33708095217	86.3241088402364	204.334470662391
SOCS5	0.940223910064566	-1.09902061875158	2224.77121218531	1719.91143615137	2426.04971602038	1750.33196276117	1640.62970367568	2610.40124665882	1601.42289092079	1635.82371176352
FAM114A2	0.940223910064566	1.08387184984798	1671.17138257976	1936.81215081557	1842.30339359007	1609.90735172474	2101.02175376501	1902.85161830712	1816.12644367728	1824.66090515658
PCLO	0.940392068087374	1.3330448482148	59.6383891378347	43.1020650935267	1544.59276915061	132.131819046089	502.346241704193	35.8096670544493	213.59683341238	336.922287300066
HLA-DQA2	0.940402625130513	1.30613603915877	2.59297344077542	1558.62628934979	28.0198234766551	2035.05115442952	24.2892688296533	6019.72851346345	14.3873514733727	441.385415560052
NT5C2	0.940402625130513	1.08479293336027	7370.52700540414	5711.71881949056	4369.92496971333	5232.75174590476	5851.5056725983	6829.7678785572	5503.71529823712	6048.52992089965
HHLA3	0.940402625130513	1.12857495331738	252.814910475604	329.522239585994	220.656109878659	453.339295471939	321.280783155869	293.886233067549	345.296435360945	416.70456657555
BANP	0.940402625130513	1.10781331785512	1055.3401903956	873.164415443057	776.382608832318	1061.47737476356	1183.54982660856	1376.81995743831	957.31223265134	731.241897819905
PDRG1	0.940402625130513	1.13341261139606	570.454156970593	955.197378040413	728.515410393032	1129.47826908435	1386.69643863839	849.553480464176	947.351758554389	673.270601367934
ATF7IP	0.940402625130513	1.10472471809422	1826.74978902629	2454.03693193789	1911.18545963685	1306.94401767764	1427.54657257917	4265.05482779544	1414.38732176695	1934.86376573854
CRADD	0.940402625130513	-1.13124669114877	604.162811700674	593.696186933416	782.220072056621	848.629047011495	1094.12115500847	302.52994580483	581.027655655437	763.384398822977
SH2B2	0.940402625130513	-1.26391836133187	850.495288574339	140.429308853103	166.95144821507	468.266321054552	232.956169229857	806.334916777771	170.434778992261	159.564558550968
SUMF1	0.940402625130513	-1.09605721914984	2474.99314922014	3819.39912296509	3655.41947105863	4601.39384904018	3580.45903702571	2306.63648474866	2977.07503564405	4489.04464901842
ANKRD11	0.940402625130513	1.08345453666113	11301.4747416197	11853.0679007198	9813.94317269844	7521.56233523869	10912.5060505588	12971.7431864479	11377.0748574055	8459.79146936231
PPP1R2	0.940402625130513	1.09774086088848	3525.14739273419	2626.44519231199	3500.14294929217	4091.66356803393	3287.8837533958	5139.30463036614	3083.32009267818	3748.61917948336
OSR2	0.940402625130513	-1.08388372313033	3425.31791526434	6597.39673770271	3981.14991897474	8251.880883188	3898.42764715935	4641.67373991982	3901.18568797222	7615.47684479945
AC007390.5	0.940402625130513	-1.0838047904221	3068.78406715771	3117.25257869957	4332.5652050778	3344.75943610394	3252.5539078254	2558.53897023513	3211.69953659444	3756.65480473412
TRIM9	0.940402625130513	1.15660240497353	62.2313625786102	76.4714058110957	74.7195292710802	72.976569514995	51.8907106815321	158.056461481707	88.5375475284475	64.2850020061455
RBM28	0.940402625130513	1.11325822265121	3444.76521607015	2377.56552612679	2154.02392976786	1792.90162831158	2234.61273232811	2023.86359662905	4821.97618226807	2255.14082930487
ZNF347	0.940402625130513	1.13367287143123	866.053129218991	643.750198009769	398.114991897474	264.263638092179	522.219279837546	635.930294242806	555.573110741008	522.315641299932
GBP1	0.940402625130513	1.16608256665858	13405.6726888089	4949.78553977274	3282.98931734809	4191.72992471736	5807.3433656353	3274.73231132412	8535.01958174233	10232.2208103889
PSMA2	0.940402625130513	-1.09565041765803	1166.83804834894	989.957107954548	1276.06946083267	1500.44249745225	1090.80898198625	876.719434781344	1528.37941420983	1050.94498815404
NPLOC4	0.940402625130513	-1.08418086986392	10262.9888785891	9647.91063496715	15072.3300451507	10984.0794176055	9963.01645085416	7858.36969429363	14162.6874465193	10697.139128469
DOCK7	0.940402625130513	-1.09964945935193	2744.66238706079	3040.78117288848	3265.47692767518	1981.97728569134	3296.7162147884	1679.34990324314	2500.07899833453	2654.62619891449
SEC24A	0.940402625130513	1.0977734394292	3322.89546435371	2007.7219998404	2099.15177545941	1278.74852491048	2449.90397877276	2257.24384053563	2037.4703124984	2318.85185807882
MOSPD3	0.940402625130513	-1.11337705823951	750.665811104485	920.437648126279	858.107093972562	1376.05061759714	1213.35938380859	684.088122350513	727.114609077375	891.954402835269
ANKRD17	0.940402625130513	1.10354959517453	9071.51758255282	9333.68267654338	5312.09153411586	3042.34895485619	6507.31593099894	7785.5155440794	6975.65202589756	5771.30084974815
MINA	0.940686789560702	-1.09108983163241	1728.21679827682	2027.18744859232	1641.49465867404	1200.24342740192	1720.12185620908	1601.55648860761	1204.11064638689	1467.64955472959
AP2M1	0.940703133111966	-1.1075044863258	12852.0728592034	16953.0154737216	19501.7971397519	24634.0150337057	21037.818979502	12955.6905770787	14589.881113344	17762.7496168231
SLC16A6	0.940703133111966	1.20241477322829	242.443016712502	150.162033229061	220.656109878659	242.149526117938	86.1164985778617	572.954672871188	275.573116682293	291.578401956446
NME1-NME2	0.940703133111966	-1.11499497104653	499.147387349269	503.320889156666	517.199241673259	452.233589873227	560.861298430176	366.740383281773	501.343862879834	368.490815070941
TBC1D9	0.941066927812003	-1.08532661551882	7331.63240379251	5681.13025716613	7727.6338163325	4881.13736551432	6598.95271794717	4493.49580728072	6099.13030536593	6272.95345468897
CHAC1	0.941114732966245	1.16644953914533	35.0051414504682	58.3963462557458	73.5520366262196	73.5294223143511	83.9083832297114	37.0444831597751	78.5770734314972	84.374065133066
PKP4	0.941187360532499	1.08961246449857	3973.73179798834	3595.54646231806	5832.7932537237	5161.98658758719	4221.91654566338	5109.66904383831	4228.77461382748	6623.07712632958
EFNA4	0.941444046277927	1.1513737797463	233.367609669788	209.948768681372	149.43905854216	337.79306040653	495.721895659742	274.129175382336	152.727269486572	210.074202984368
HIVEP1	0.941444046277927	-1.11579231564292	3776.66581648941	1722.6922145445	1955.55018014155	1350.61938882676	1583.21870462377	2654.85462645055	1774.07110860127	1456.17009008564
PSPC1	0.941450799576462	-1.08273189780464	3569.22794122737	2431.79070479284	2393.35992196429	2464.61777952915	2471.98513225426	2673.37686803044	2406.00785408556	2340.08886767014
KCNJ11	0.941469196576928	1.22818543259224	31.1156812893051	308.666401637514	91.064426299129	28.7483455665132	71.7637488148848	69.1497018982469	151.620550142466	59.6932161485636
EAF2	0.941469196576928	1.2067807230125	235.960583110564	155.723590015322	211.316168719774	278.08495807608	128.070690192717	876.719434781344	215.810272100591	229.589292879091
FAM161B	0.941652344659672	1.11749321771039	403.207370040579	465.780380849401	452.987146205924	471.030585051332	606.127663067258	403.784866441549	420.553350760126	606.1157332008
CLEC14A	0.941652344659672	-1.12330638014569	2770.59212146854	2933.72120475294	6247.25314264922	6941.61974871423	5142.70064584205	3414.26653122594	4020.71137713562	3158.5746967841
ARL2BP	0.941918311951359	-1.08632706391252	4255.06941631247	4727.32326832228	6368.67237771473	5949.24897387016	5720.12280938336	3806.93805271955	5484.90106938732	4599.82148283259
STX17	0.942356554910841	1.13439191855762	1098.12425216839	1097.01707609008	792.727505860367	409.663924322813	629.312874222835	1100.22114984532	903.082984790165	1052.09293461843
WWC2	0.942402909777056	-1.11881663352541	3281.4078893013	2772.43605795136	2776.29750947857	1184.76354901996	2021.5296012316	1883.0945606219	2038.5770318425	2578.28775903219
SNAPC2	0.942402909777056	-1.10752311207284	746.776350943322	814.768069187311	922.319189439896	1654.13557567322	882.142081586045	1032.3062640524	647.430816301773	1049.22306845745
ARL6	0.942402909777056	1.13513306064643	200.955441660095	200.216044305414	235.833514261847	166.961545405519	210.875015748354	195.100944641482	233.51778160628	273.211258526118
AKAP10	0.942445066285462	1.08128981955779	2292.18852164548	2630.61635990169	2598.83862745976	1772.44607473541	2251.17359743923	3082.10099889329	2358.41892228902	2319.42583131102
GPBP1L1	0.942445066285462	1.0784674775229	6380.01115102793	7063.17711855211	5800.1034596676	6464.50778286997	6166.16210970971	7805.27260176461	6417.86547646834	7398.51496302871
SMAP2	0.942445066285462	-1.20841451465304	11173.1225563013	5430.86020178436	12203.8006167281	5075.74155088765	2701.6291284619	23014.5025710629	6665.770609548	4920.67251963111
SUSD5	0.942445066285462	1.13433182775603	175.025707252341	239.146941809245	100.404367458014	294.117689257404	208.666900400204	239.554324433212	153.833988830678	269.193445900734
MUT	0.942445066285462	-1.12396701607648	4450.83891109101	5086.04368103615	4359.41753590958	3104.82132118343	5359.09594996078	1771.96111114258	4213.28054300999	4555.62554395336
STAMBPL1	0.942445066285462	-1.12088728915144	1099.42073888878	1097.01707609008	587.248800364896	873.507422982516	542.092317970899	1826.29301977691	540.07903992353	733.537790748696
EYA3	0.942445066285462	1.08699391973285	1747.66409908264	1728.25377133076	1159.3201963466	1150.48667545988	1509.24684046073	1988.0539295746	1366.79838997041	1370.07410525598
DYNC1I2	0.942445066285462	-1.08717517352104	8165.27336500181	8275.59649795712	8677.97282924905	7913.53496998211	8915.26571815684	5385.03303532597	7714.9405477601	8944.22487733719
SLCO2A1	0.942445066285462	-1.218069263707	1337.97429544012	1016.37450268929	1521.2429162534	1312.4725456712	564.173471452402	6295.09250495112	671.778641872096	802.988551844621
TMUB2	0.942445066285462	-1.08018909008153	5008.32820085773	4329.67195810458	4200.63853620854	5014.37489015913	4467.01734930806	4409.52831211856	4434.62441183111	3841.02886986719
G3BP2	0.942445066285462	-1.08614494648477	8305.29393080368	6127.44518926361	7411.24330957527	5215.61330912472	5760.97294332413	5582.60361217811	6546.24492038458	6719.5046293388
LRRC37A3	0.942445066285462	1.1255598179326	435.619538050271	507.492056746363	391.110036028311	452.786442672583	718.741545822923	635.930294242806	472.569159933089	288.708535795457
C12orf44	0.942445066285462	-1.09157212543663	1681.54327634286	1277.76767164358	1288.91187992613	3165.63512911259	1317.14080517165	1197.77162216606	1738.65608958989	2261.45453485905
C12orf49	0.942445066285462	1.09703028651203	1059.22965055676	1099.79785448321	1124.29541700079	1008.40350602539	1200.11069171969	916.233550151771	1133.28060836413	1533.08250320013
SNF8	0.942445066285462	-1.0811528915001	3610.71551627978	3634.47735982189	4025.51463947945	5678.35110218571	3565.00222958866	3241.39227648032	4475.57302756303	4245.67999856659
CFI	0.942445066285462	1.10663609560629	2656.50129007442	2061.94717850646	2601.17361274948	2967.71382694313	1572.17812788302	4044.02274494211	3124.26870841009	3176.94184021442
ZC3H13	0.942445066285462	-1.08759255382235	5727.87833067291	6757.29149530773	4738.85264548929	3647.16991735168	4291.47217913011	5031.87562920279	4496.60069510103	4937.89171659705
CASP9	0.942488901146781	1.0928138144047	1349.64267592361	1259.69261208823	973.688865813764	1350.06653602741	1290.64342099385	1625.0179946088	1320.31617751797	1152.53825025304
DOK4	0.942696058369029	-1.1458237466139	775.299058791852	1094.23629769695	1323.93665927195	2054.95385520634	2009.38496681677	856.962377096131	930.750968392805	895.398242228454
EED	0.942696058369029	1.09415692805838	1549.30163086332	1365.3621910272	1140.64031402883	1520.34519822906	1292.851536342	2193.03340305869	1281.58100047428	1451.57830422805
CHMP1B	0.942730513921784	-1.08585865690755	3893.3496213243	3400.89197479891	5126.46020358302	5382.02200173088	3030.63831533629	4181.08733263328	3647.74695817204	5686.35281138289
PHF3	0.94290432797884	-1.08688015995373	6587.44902628996	6800.39356040125	4226.32337439548	3839.00983872822	4138.00816243366	7322.45950458221	3835.88924666999	4465.51174649832
NUDT12	0.942916499525848	-1.11558768354472	608.052271861837	930.170372502236	1064.75329211289	728.107136751882	771.73631417853	803.86528456712	538.972320579424	837.426945776484
ARAF	0.942972078044794	-1.08093388710201	5060.18766967324	5294.60206052096	4624.43836629295	6606.03809950512	4410.71040793023	5362.80634543011	5127.43072124121	4943.63144891903
SPARCL1	0.943141907160067	1.10104787445489	44135.0009354385	63475.4379907992	71971.2515850784	61510.4024563511	37327.0859028068	69975.7938727098	89331.0652981713	78024.1992652625
C22orf23	0.943141907160067	1.13832361261392	333.197087139642	171.017871177541	136.596639448694	160.880164612603	304.719918044741	139.53421990182	212.490114068274	231.885185807882
DONSON	0.943212996589281	1.0955561836945	1290.00428678577	960.758934826675	844.097182234235	1298.09837288794	1392.21672700876	1200.24125437671	1143.24108246108	1024.54221947294
CAPZA2	0.94338986413314	-1.08348189687497	9844.22366790389	7921.04725283295	11134.3773540358	11033.2833167481	8867.79123817161	9327.80085963137	9436.9958471884	8914.9522424951
INVS	0.943433689914889	1.1028964095461	1060.52613727715	962.149324023241	1081.09818914094	609.243784890337	854.540639734166	1158.25750679563	1018.18179657715	987.233959380092
TNKS	0.943657161006115	1.07869089413269	3114.16110237129	3519.07505650697	2796.1448844412	2339.12019407533	2816.45112656571	3772.36320177043	3394.30822837185	2689.63856607855
TMEM86A	0.943657161006115	1.11954485700551	391.538989557089	686.852263103296	347.912808168467	471.030585051332	629.312874222835	682.853306245187	253.438729800181	631.370555417501
SIM2	0.943723875190016	-1.19639858916587	45.3770352135699	51.4444002729189	164.616462925349	212.848327752069	92.7408446223126	79.0282307408535	66.4031606463356	86.6699580618568
CLEC1A	0.943723875190016	1.10507709093091	1764.51842644768	727.173549803692	1858.64829061812	1116.76265469917	1264.14603681605	1247.1642663791	2689.32800617659	939.020207875482
METTL16	0.943777063583416	-1.08431373734746	1625.79434736619	1550.2839541704	1655.50457041237	1630.36290530091	1357.99093911243	1668.2365582952	1569.32802994173	1384.99740929312
TSPAN7	0.943777063583416	-1.10673890463859	2974.14053656941	2042.48172975454	3458.11321407718	4572.64550347366	1743.30706736466	3734.08390250533	2423.71536359125	4138.34700414562
ZNF468	0.943777063583416	1.10886505190156	549.71036944439	951.026210450717	531.209153411586	423.485244306714	507.866530074569	874.249802570692	589.881410408281	679.58430692211
ARMCX2	0.943777063583416	-1.0977197724692	1632.27678096813	2048.0432865408	1737.22905555261	1886.33375140275	2424.51065226903	1358.29771585842	1216.28455917205	1891.24180009151
DTX4	0.943777063583416	-1.10052431743074	6138.86462103581	4948.39515057618	3264.30943503032	2502.76462268472	6455.42522031741	2662.2635230825	2596.36358127172	3784.20551987962
SNX12	0.943777063583416	-1.07802674506197	2367.38475142796	2690.403095354	2825.33220056272	3076.62582841627	2579.07872663955	2305.40166864334	2714.78255109102	2540.97949893934
CES3	0.943777063583416	1.14657122105196	67.417309460161	65.3482922385727	159.946492345906	160.327311813247	91.6367869482375	80.2630468461794	241.264817015019	110.776833814161
ARHGEF3	0.943777063583416	1.07852561914403	2009.55441660095	4051.59411879151	2162.19637828188	2638.7664113263	2262.21417417998	3593.31486649819	2617.39124880973	2953.66625288951
PPP2R5C	0.943777063583416	-1.0894219522945	7659.6435440506	6349.90746071408	9289.73897515602	7942.28331554862	5754.34859727969	9059.84576477566	6860.55321411058	7162.61196459545
GCNT2	0.943777063583416	1.24575392776293	186.694087735831	116.792692511492	152.941536476742	123.839027055749	72.8678064889599	346.98332559656	74.1501960550748	521.741668067734
SLTM	0.943793902022646	1.08253051518528	11235.3539188799	8406.29308243427	9257.04918109992	8293.89769593906	9860.33908716517	9715.53311670369	9957.15393891802	10434.2593881225
JUND	0.943793902022646	-1.13178047343049	53625.2837286766	19337.5329458312	41877.9611711508	95411.3361128625	23357.4441527339	29341.7002947525	58750.1963818454	62132.0284121718
PDS5A	0.943793902022646	1.08514905318486	7287.55185529933	6219.21087623693	6506.43650980828	5181.889288364	5619.65356104252	8914.13746434721	7431.62039566907	5682.9089719897
IL33	0.943793902022646	1.09232610065487	5962.54242706309	4981.76449129375	6047.61190037805	4474.23770518829	4080.59716338176	6777.90560213352	6114.62437618341	6730.98409398275
ADAL	0.943793902022646	-1.11649369200735	1105.90317249072	1090.06513010726	1104.44804203815	659.553389631736	803.75398672671	591.476914451076	1095.65215066454	1088.82722147909
DZIP1L	0.943793902022646	-1.09873717793552	710.474722772467	613.161635685331	1231.70474032796	1133.34823867985	882.142081586045	486.51754549838	1094.54543132043	890.232483138676
ZYX	0.943793902022646	1.09251966400486	29419.876659038	11344.1854547769	12034.5141832234	20202.3469940678	24639.2551123352	13311.3176154125	16562.0549845402	21273.7438781766
NUDT18	0.943793902022646	-1.1690281140969	103.718937631017	558.936457019281	726.180425103311	1120.0797714953	230.748053881706	660.626616349322	489.169950094672	340.366126693252
MCTP2	0.943793902022646	1.28034488468743	658.615253956958	207.167990288241	242.838470131011	93.4321230911679	85.0124409037866	695.201467298446	258.972326520709	324.868849423914
COPB1	0.943793902022646	1.08117130164627	9875.3393491932	8218.59054089794	10076.6290177921	7891.97371080722	10644.2200357585	8360.93984916124	9655.01955797721	10266.0852310886
FAM149B1	0.943793902022646	-1.08179578311097	2384.239078793	2563.87767846655	2143.51649596411	1876.38240101434	1821.695162224	2155.98891989891	2110.51378920937	2164.45305861763
DOT1L	0.943793902022646	-1.11874548097426	9954.42503913685	3268.8050011252	2951.42140620767	3147.39098673384	3725.09059232956	4416.93720875052	4086.00781843785	2764.25508626425
HLA-DPB1	0.943793902022646	1.19457875943827	5029.07198838393	11580.551618193	11183.41204512	21075.3015642509	9202.32071341638	41851.6222578086	11686.9562737551	5411.41963316017
SCAP	0.943793902022646	1.08485939099824	4546.7789283997	6210.86854105754	5128.79518887274	6226.22822634753	7176.37488148847	5487.52277206802	4868.45839472051	6537.55511473212
LGR6	0.943793902022646	1.18558287855719	35.0051414504682	59.7867354523112	25.6848381869338	165.855839806807	33.1217302222545	125.951242743235	57.5494058934909	74.0425469535069
RABEP1	0.943793902022646	1.08764767884603	6894.71637902185	6762.85305209399	6619.68329635976	4810.37220719675	5361.30406530893	7176.75120415377	6993.35953540324	7733.14135739999
PIBF1	0.943793902022646	1.08922005835454	1414.46701194299	1181.83081708057	1055.41335095401	866.873189390244	1289.53936331978	1387.93330238624	1112.25294082612	1080.79159622832
MPDU1	0.943793902022646	1.09254160364278	2760.22022770544	3413.405477568	3484.96554490898	4936.97549824929	4589.5677511304	2946.27122730745	4525.37539804777	3783.05757341522
CRAMP1L	0.943793902022646	1.0779187740065	1961.58440794661	2687.62231696087	1831.79595978633	1747.01484596503	2140.76783003172	2752.40509877129	2159.20944035001	1790.79648445691
PSMC1	0.943793902022646	1.14601806921713	7500.17567744291	6287.33994686863	8180.62096253842	10704.3359011313	6399.11827893957	4256.41111505816	7040.94846719979	41698.0073727005
GZMH	0.943793902022646	1.13972891004913	90.7540704271398	91.7656869733149	40.862242570122	181.888570988132	128.070690192717	109.898633373999	47.5889317965405	157.842638854375
RAD17	0.943793902022646	1.0834375907879	1503.92459564975	2248.25933084621	2194.88617233798	1730.42926198435	1906.70760312779	2138.70149442435	1922.37150071142	2256.28877576927
FUT7	0.943793902022646	-1.28310289525857	308.563839452275	43.1020650935267	70.0495586916377	122.733321457037	44.162306963006	242.023956643864	60.8695639258076	75.1904934179023
MTA3	0.943793902022646	-1.09516424085459	2105.49443390964	3076.93129199918	3155.73261905828	2590.66821778232	3011.86933487701	1708.98548977096	2655.01970650932	2685.62075345316
MTRR	0.943793902022646	-1.08569343581936	3035.07541242763	2793.29189589984	2302.29549566516	1511.49955343937	2018.21742820937	2698.07319013695	2038.5770318425	1911.33086321843
APOE	0.943793902022646	1.12741363090276	50836.5407931226	74089.6691173792	41049.0413932997	21564.576291681	81008.023719916	45658.5603105281	32492.1732235961	44850.8423371626
NRBP2	0.943793902022646	-1.08992614602518	9906.45503048251	8884.58696605275	13683.0137977666	9049.64747265873	11515.3215406038	5502.34056533193	11933.7546874906	10176.5454068657
L3HYPDH	0.943793902022646	-1.08294293419391	1352.23564936438	2112.00118958281	1975.39755510418	1780.18601392639	1470.6048218681	2142.40594274033	1645.69166468502	1409.67825827762
SLC43A2	0.943793902022646	-1.08396896911136	3108.97515548973	1678.19976025441	2602.34110539434	4014.81702892344	3453.49240450707	1601.55648860761	1657.86557747018	4287.00607128482
EXOC2	0.943793902022646	1.07723802025207	2547.59640556185	2469.33121310011	2319.80788533807	1839.89411625684	2692.79666706929	2651.15017813457	2253.28058459899	2247.1052040541
AACS	0.943793902022646	1.09715467904174	3831.11825874569	2841.95551777963	7617.8895077156	2748.23126559879	4724.26278736757	1694.16769650705	9741.34366681744	4164.17579959451
BCLAF1	0.943793902022646	1.09742301909709	13142.4858845702	10411.2343038815	9643.4892465488	9200.02343408358	8374.27745786001	14930.1615294947	11414.7033151051	12203.2448897559
ZNF574	0.943793902022646	-1.11582509538363	912.72665115295	1583.65329488796	746.027800065942	1288.14702249953	1391.11266933469	875.484618676019	909.723300854798	811.598150327587
ZNF586	0.943793902022646	1.1170845136073	588.604971056021	577.011516574631	597.756234168641	430.119477898986	476.952915200465	1108.8648625826	677.312238592624	382.840145875884
LPIN2	0.943793902022646	-1.10119102898653	6363.15682366289	8557.8455048599	4053.5344629561	3366.32069527882	4213.08408427077	4886.16732877434	5550.19751068955	4417.87196822591
ZNF571	0.943793902022646	1.12519835827635	258.000857357155	394.870531824567	249.843426000175	242.149526117938	324.592956178094	530.97092529011	187.035569153845	303.631839832598
JHDM1D	0.943793902022646	-1.13977996678231	4953.87575860145	2465.16004551041	2501.93673793633	2460.1949571343	1537.95233998669	5119.54757268092	2537.70745603413	2152.97359397367
B3GNT1	0.943793902022646	-1.13048326072983	1794.33762101659	2337.2442394264	2344.32523088014	3021.89340128002	3733.92305372216	889.067595834602	2472.4110147319	2216.11064951543
CERS5	0.943793902022646	1.08556036094543	3044.15081947035	2408.15408845123	2348.99520145959	4041.90681609188	3297.82027246248	2925.27935351691	3344.50585788711	2990.97451298236
DOM3Z	0.943793902022646	1.10434363098398	1592.08569263611	1255.52144449854	1188.50751246812	2260.61509656678	1852.6087770981	1990.52356178525	1630.19759386754	1310.38088910741
FKBP1A	0.943793902022646	-1.09189278076952	30282.0403280958	18807.7946619399	25229.5160554382	23798.6544538787	26400.227102485	18222.1812662934	27923.6357711283	17909.1127910335
PPP2R4	0.943793902022646	1.09929266977105	2978.02999673058	4477.05321294051	4890.62668932117	7456.87855771403	6085.56589950223	4651.55226876243	4712.41096720162	5396.49632912303
ZRSR2	0.943793902022646	1.1265253169033	914.023137873337	1122.04408162826	1178.00007866437	1519.23949263035	1233.23242194194	2478.27592338896	1283.79443916249	738.703549838476
MOB2	0.943793902022646	-1.10909785271894	2404.98286631921	2544.41222971464	2980.60872232918	5562.80486712031	2985.37195069921	3345.11682932769	2842.05527566316	2295.31895555871
SHF	0.943793902022646	-1.11669536818825	414.875750524068	318.399126013471	205.478705495471	569.438383336704	419.541916148558	269.189910961032	204.743078659535	431.053897380493
TMX1	0.943793902022646	-1.07671440537114	2469.80720233859	2401.2021424684	2601.17361274948	2410.43820519226	2172.7855025799	2483.21518781026	2212.33196886708	2317.70391161442
TNFRSF14	0.943793902022646	1.11868416509903	5137.9768728965	7876.55479854286	6257.76057645297	10845.8662177665	7309.96586005157	16588.5195589473	6405.69156368318	5434.37856244808
