	FDR	FC	NF1300	NF1347	NF1311	NF1341	WD1297	WD1349	WD1306	WD1340
SSX2IP	0.0644186454550319	2.49107501519452	167.246786930015	290.591342082164	170.453926149652	203.449830163016	409.605397081881	471.69975223447	491.383388782884	680.158280154307
FAM101A	0.0645275223954567	4.50300474451277	16.8543273650403	20.8558379484807	2.33498528972126	30.4069039645812	158.984305066822	29.6355865278201	7.74703540873916	224.997507021509
CHRM3	0.0646332287131842	3.76190452947741	70.0102829009364	114.011914118361	54.8721543084495	39.8054015536336	214.187188770579	150.647564849752	485.849792062356	216.961881770741
ACAT1	0.0647346176313913	-2.35288091498297	13320.1045652634	11562.4765586377	18044.7663189659	12416.5210207369	9744.41303138727	2204.14674800662	7534.54529467088	6769.44030054
TM7SF2	0.0647346176313913	-4.25075494809567	12721.1277004442	12977.8927607412	8951.16610814644	7498.89537046509	3524.15209564788	561.841327923256	7550.03936548836	1920.5144349336
ARL17A	0.0653979546296828	2.10803823634939	820.676094005422	1071.99007055191	791.560013215507	402.476837931185	1049.95884804547	2780.80586919378	1646.79838402912	1141.63275884128
FCRL3	0.0653979546296828	6.41928345627247	31.1156812893051	161.285146801584	60.7096175327527	83.4807727027594	294.783398978065	7632.398347019	226.877465541647	99.8713424024046
NKX3-2	0.0663086606349261	5.10048929112323	7.77892032232627	37.5405083072652	11.6749264486063	25.4312287703771	99.3651906667636	65.4452535822694	25.4545449144287	356.437377194789
TAS2R5	0.0663086606349261	3.4785525821088	35.0051414504682	58.3963462557458	16.3448970280488	8.84564478969637	105.989536711214	187.692048009527	28.7747029467454	76.3384398822978
PDGFD	0.0663086606349261	-2.60213877359792	8749.98887589668	9376.7847416369	6146.84877519121	2713.95439203871	1280.70690192717	5983.918846409	2004.26873217523	1859.67327232064
PRSS35	0.0663086606349261	3.07067812170794	49.266495374733	33.369340717569	107.409323327178	103.383473479576	281.534706889163	58.0363569503143	406.165999286753	239.92081105865
MT-ND6	0.0663086606349261	-2.28294441391308	164980.528142777	158704.584452758	199840.883513439	124145.860359392	70692.8128710319	66652.903733278	58124.8999524258	87590.0371530698
PELI3	0.0663086606349261	-2.16820170994971	668.987147720059	809.206512401049	1210.68987272047	1792.90162831158	489.097549615292	319.817371279392	495.810266159306	691.063771566064
EGFLAM	0.0663086606349261	-2.73642321999634	8865.37619401118	7997.51865864405	3233.95462626394	2519.90305946475	4737.51147945647	902.650572993187	1385.6126188202	1568.09487036419
RP3-412A9.11	0.066376411463958	-2.77363208575321	6125.89975383194	3666.4563113429	5823.45331256482	10194.0527673257	2722.60622426932	2912.93119246365	2187.98414329676	1223.71093104556
TPX2	0.0667648174831492	3.67520404888792	75.1962297824873	525.567116301712	335.070389075	185.758540583624	1129.45100057888	765.585985302019	936.284565113332	642.850020061455
RERGL	0.0667705274379651	-3.43557861848182	863.460155778217	832.84312874266	502.02183729007	1483.30406067221	281.534706889163	67.914885792921	370.750980275374	487.877247368068
TMEM194A	0.0667705274379651	2.54369311313255	1423.54241898571	1800.55400955216	1118.45795377648	1120.63262429466	10325.1473679508	3035.17798689091	1828.30035646244	2523.76030197341
SMC4	0.0669741602992271	2.39302930836343	806.414740081157	1433.4912616589	800.899954374391	297.43480605354	1260.83386379382	2938.86233067549	1518.41894011287	1671.41005215978
SH3GL3	0.0669741602992271	10.1522040112318	15.5578406446525	61.1771246488766	5.83746322430314	2.76426399678012	155.672132044596	41.9837475810785	170.434778992261	86.0959848296591
CX3CL1	0.0669741602992271	-2.38474952101017	27821.3085327999	5671.39753279017	6901.04902377117	13094.3185527474	5654.98340661292	3657.52530397513	5054.38724453024	4172.21142484528
APOBEC3A	0.0672414677424917	-6.96154694890832	5144.45930649844	447.705321294051	1497.89306335619	1376.05061759714	65.1394027704339	114.837897795303	173.754937024578	964.84900332438
RASGRP3	0.0672414677424917	2.27153757679951	697.50985556859	538.080619070801	1333.27660043084	1201.34913300064	1938.72527567596	2310.34093306464	1958.8932390669	1851.63764706987
PCDHGA5	0.0672414677424917	-3.44566767052585	160.764353328076	115.402303314926	123.754220355227	88.4564478969637	24.2892688296533	69.1497018982469	22.1343868821119	36.7342868606546
DLK1	0.0672414677424917	48.8467996450817	9.07540704271399	5365.51190954579	22.1823602523519	412.981041118949	1048.85479037139	479.108648866425	2175.8102305116	36548.8935066547
HBA1	0.0674527921553476	-8.16843120836745	1580.41731215262	899.581810177798	1495.55807806647	1004.53353642989	93.8449022963878	11.1133449479325	1032.56914805052	313.389384779959
KIAA0895L	0.0682337483572394	1.83393271978003	3180.28192511106	3108.91024352018	3040.15084721708	3428.2402088067	7781.39848688166	4378.65790948542	5404.11055726761	6332.07269760533
CRISPLD1	0.0682736616485322	2.56785294039356	478.403599823066	987.176329561417	377.100124289983	726.448578353814	2462.04861318759	1069.35074721217	1073.51776378243	1949.21309654348
CYP4B1	0.0682963793500032	-3.49652810578283	7780.21680904666	8233.88482206015	1842.30339359007	2277.75353334681	804.858044400784	1955.94871083612	2233.35963640509	580.286937751902
